id_riego,id_parcela,id_ciclo,fecha_riego,cultivo,etapa_fenologica,eto_mm,kc,etc_mm,lamina_neta_mm,lamina_bruta_mm,eficiencia_riego,volumen_m3ha,volumen_total_m3,sobre_riego_pct,deficit_hidrico_mm,metodo_riego,costo_agua_mxn,costo_energia_mxn,energia_kwh,origen_decision,cumplimiento_fao56,alerta
a6bbd1d9-87e0-4142-915a-41e83040f4f1,PAR-001,CIC-2025-PV,2025-06-11,Chile,Final,9.1,1.068,9.719,75.22,94.02,0.8,940.2,33377.1,10.6,0.0,Aspersion,56073.53,23690.46,10300.2,Experiencia del operador,True,Eficiencia baja
0d9b1d99-2211-44f2-9378-3af3d7bc7c78,PAR-001,CIC-2025-PV,2025-06-25,Chile,Final,9.16,0.964,8.83,64.32,80.4,0.8,804.0,28542.0,8.0,59.3,Aspersion,47950.56,20258.63,8808.1,Manual,False,
60835c50-34a6-42fc-b3b8-65e069345df3,PAR-001,CIC-2025-PV,2025-06-29,Chile,Final,8.77,0.91,7.981,61.39,76.74,0.8,767.4,27242.7,32.0,0.0,Aspersion,45767.74,19336.33,8407.1,Tradicion,False,Eficiencia baja
2eb36bc7-e5a1-4a99-acaf-88c2d84d2244,PAR-002,CIC-2025-PV,2025-03-20,Frijol,Inicial,5.66,0.44,2.49,43.4,52.93,0.82,529.3,14079.4,8.0,3.91,Microaspersion,23653.39,9993.27,4344.9,Experiencia del operador,False,
868c2a79-b50b-4b0c-b625-5fb570fab6c9,PAR-002,CIC-2025-PV,2025-03-27,Frijol,Desarrollo,6.12,0.52,3.182,51.8,63.17,0.82,631.7,16803.2,32.0,0.0,Microaspersion,28229.38,11926.65,5185.5,Manual,True,Deficit acumulado
ad63c93b-dbc2-49ca-a12f-8d78fc9352ff,PAR-002,CIC-2025-PV,2025-04-07,Frijol,Desarrollo,7.48,0.865,6.47,87.02,106.12,0.82,1061.2,28227.9,22.3,0.0,Microaspersion,47422.87,20035.53,8711.1,Tradicion,False,
cb927af5-495a-46fd-bac5-c06bf0948c61,PAR-002,CIC-2025-PV,2025-04-12,Frijol,Desarrollo,7.3,0.98,7.154,86.14,105.05,0.82,1050.5,27943.3,32.0,0.0,Microaspersion,46944.74,19833.59,8623.3,Experiencia del operador,False,Eficiencia baja
5abc9c84-2688-42aa-9528-ec52770efb46,PAR-002,CIC-2025-PV,2025-04-18,Frijol,Desarrollo,7.6,1.12,8.512,99.54,121.39,0.82,1213.9,32289.7,32.0,0.0,Microaspersion,54246.7,22918.58,9964.6,Manual,False,Eficiencia baja
1e63e4bf-55b3-467c-83ab-c52f0e613b5f,PAR-002,CIC-2025-PV,2025-05-04,Frijol,Media,8.85,1.19,10.531,105.76,128.98,0.82,1289.8,34308.7,8.0,62.74,Microaspersion,57638.62,24351.71,10587.7,Manual,False,Deficit acumulado
89d55ab2-aa10-4e9d-b29e-1b61d4a6ffdf,PAR-002,CIC-2025-PV,2025-05-06,Frijol,Media,8.42,1.19,10.02,112.73,137.48,0.82,1374.8,36569.7,32.0,0.0,Microaspersion,61437.1,25956.42,11285.4,Tradicion,False,
0fb36b59-d783-4b67-9691-a88d47710f30,PAR-002,CIC-2025-PV,2025-06-09,Frijol,Final,9.16,0.37,3.389,39.39,48.04,0.82,480.4,12778.6,8.0,75.84,Microaspersion,21468.05,9070.05,3943.5,Manual,False,
b716d994-e8d2-46ad-80c8-2f74dc8341de,PAR-002,CIC-2025-PV,2025-06-16,Frijol,Final,8.94,0.34,3.04,36.86,44.95,0.82,449.5,11956.7,32.0,0.0,Microaspersion,20087.26,8486.54,3689.8,Manual,False,Deficit acumulado
26b00444-d23f-430c-bf62-d4f9eb8b167c,PAR-002,CIC-2025-PV,2025-06-17,Frijol,Final,8.96,0.37,3.315,40.11,48.92,0.82,489.2,13012.7,32.0,0.0,Microaspersion,21861.34,9236.11,4015.7,Manual,True,
112980e3-a275-43b8-9734-55ceec34b20c,PAR-003,CIC-2025-PV,2025-03-13,Frijol,Inicial,6.07,0.44,2.671,21.76,33.48,0.65,334.8,2444.0,8.0,10.29,Gravedad,4105.92,1734.66,754.2,Manual,False,
a8f1910b-e9b4-4462-b2bc-6b1d7447000f,PAR-003,CIC-2025-PV,2025-03-17,Frijol,Inicial,5.83,0.36,2.099,17.24,26.53,0.65,265.3,1936.7,32.0,0.0,Gravedad,3253.66,1374.71,597.7,Manual,True,Eficiencia baja
b20d8e1b-ecd8-42e9-801a-ca072f839cf9,PAR-003,CIC-2025-PV,2025-03-21,Frijol,Inicial,6.2,0.39,2.418,19.09,29.37,0.65,293.7,2144.0,32.0,0.0,Gravedad,3601.92,1521.68,661.6,Manual,True,Eficiencia baja
08dd0f04-5a71-4298-aa3b-6dbe52050c1d,PAR-003,CIC-2025-PV,2025-03-30,Frijol,Desarrollo,5.69,0.665,3.784,36.7,56.46,0.65,564.6,4121.6,8.0,0.0,Gravedad,6924.29,2925.37,1271.9,Tradicion,True,Sobre-riego detectado
ef8408c3-9887-412b-8af5-47ebf29f9679,PAR-003,CIC-2025-PV,2025-04-02,Frijol,Desarrollo,7.48,0.72,5.386,40.11,61.71,0.65,617.1,4504.8,32.0,0.0,Gravedad,7568.06,3197.46,1390.2,Tradicion,False,
04643c4e-dcad-45cf-aaff-0310e6e97bdc,PAR-003,CIC-2025-PV,2025-04-10,Frijol,Desarrollo,7.5,0.88,6.6,50.86,78.24,0.65,782.4,5711.5,8.0,1.94,Gravedad,9595.32,4053.98,1762.6,Manual,False,
c770f76d-f701-4a07-8b7a-d2e30abb7042,PAR-003,CIC-2025-PV,2025-04-20,Frijol,Desarrollo,7.52,1.18,8.874,60.83,93.58,0.65,935.8,6831.3,8.0,27.91,Gravedad,11476.58,4848.63,2108.1,Manual,True,
57984e00-d6da-40f4-b48a-ac671c99be2e,PAR-003,CIC-2025-PV,2025-04-25,Frijol,Media,7.74,1.15,8.901,58.68,90.28,0.65,902.8,6590.4,31.9,0.0,Gravedad,11071.87,4677.74,2033.8,Manual,False,
cf077f4d-a335-4c43-86d2-952bc43d6388,PAR-003,CIC-2025-PV,2025-05-03,Frijol,Media,8.2,1.16,9.512,54.36,83.63,0.65,836.3,6105.0,8.0,21.74,Gravedad,10256.4,4333.2,1884.0,Tradicion,True,Deficit acumulado
635e4343-b312-4f97-a03d-76072cf954b4,PAR-003,CIC-2025-PV,2025-05-21,Frijol,Final,8.34,1.14,9.508,61.14,94.06,0.65,940.6,6866.4,8.0,110.0,Gravedad,11535.55,4873.7,2119.0,Tradicion,False,
92027c9b-c29a-469b-a57c-33875b1f3a71,PAR-003,CIC-2025-PV,2025-05-26,Frijol,Final,8.85,0.89,7.877,46.8,72.0,0.65,720.0,5256.0,18.9,0.0,Gravedad,8830.08,3730.6,1622.0,Experiencia del operador,False,
ad260dad-1ddd-45e1-af45-5eda232fd649,PAR-003,CIC-2025-PV,2025-05-27,Frijol,Final,8.22,0.89,7.316,48.66,74.86,0.65,748.6,5464.8,32.0,0.0,Gravedad,9180.86,3878.72,1686.4,Tradicion,False,Deficit acumulado
bcf20a50-3c6f-4f7a-a4a6-3102b74dfc41,PAR-003,CIC-2025-PV,2025-05-29,Frijol,Final,8.45,0.81,6.845,45.97,70.72,0.65,707.2,5162.6,32.0,0.0,Gravedad,8673.17,3664.36,1593.2,Experiencia del operador,False,
11ede6a6-5bd0-4d94-abe2-04b6569a1d69,PAR-004,CIC-2025-PV,2025-03-14,Frijol,Inicial,6.33,0.37,2.342,25.9,32.38,0.8,323.8,10167.3,8.0,4.55,Aspersion,17081.06,7216.48,3137.6,Manual,True,
c4c0b81c-f7e9-4a5a-bc51-da6c4a1a9635,PAR-004,CIC-2025-PV,2025-03-16,Frijol,Inicial,5.8,0.42,2.436,29.98,37.48,0.8,374.8,11768.7,32.0,0.0,Aspersion,19771.42,8353.14,3631.8,Manual,False,Eficiencia baja
a42da564-2557-482f-9a72-bfe1b11899ea,PAR-004,CIC-2025-PV,2025-03-17,Frijol,Inicial,6.24,0.42,2.621,27.97,34.96,0.8,349.6,10977.4,32.0,0.0,Aspersion,18442.03,7791.48,3387.6,Manual,False,
ea406cd8-50e3-450e-a80c-0cd1bcfd8c3c,PAR-004,CIC-2025-PV,2025-03-18,Frijol,Inicial,6.24,0.4,2.496,30.48,38.1,0.8,381.0,11963.4,32.0,0.0,Aspersion,20098.51,8491.37,3691.9,Tradicion,False,
db164f53-66e9-4882-907b-675445fabc0e,PAR-004,CIC-2025-PV,2025-03-25,Frijol,Desarrollo,6.04,0.51,3.08,36.06,45.08,0.8,450.8,14155.1,32.0,0.0,Aspersion,23780.57,10047.09,4368.3,Manual,True,Eficiencia baja
fbb691bb-67c8-4630-a896-1f53c9956b80,PAR-004,CIC-2025-PV,2025-04-07,Frijol,Desarrollo,7.64,0.825,6.303,53.8,67.25,0.8,672.5,21116.5,8.0,28.14,Aspersion,35475.72,14988.18,6516.6,Manual,False,Deficit acumulado
8c620c33-476d-4d59-a850-7984a6baa837,PAR-004,CIC-2025-PV,2025-04-15,Frijol,Desarrollo,7.76,1.015,7.876,71.07,88.84,0.8,888.4,27895.8,12.8,0.0,Aspersion,46864.94,19799.78,8608.6,Experiencia del operador,True,
d24acd93-1951-42ac-a216-3378c7142923,PAR-004,CIC-2025-PV,2025-04-22,Frijol,Media,7.59,1.12,8.501,68.42,85.53,0.8,855.3,26856.4,15.0,0.0,Aspersion,45118.75,19062.17,8287.9,Tradicion,True,
0caceb54-6ea5-46f3-872b-82261b37ffbb,PAR-004,CIC-2025-PV,2025-04-29,Frijol,Media,7.47,1.14,8.516,72.0,90.0,0.8,900.0,28260.0,20.8,0.0,Aspersion,47476.8,20058.3,8721.0,Manual,False,
93b28ee5-9b23-44b3-909a-b38d40d0cc8e,PAR-004,CIC-2025-PV,2025-04-30,Frijol,Media,7.57,1.16,8.781,86.8,108.5,0.8,1085.0,34069.0,32.0,0.0,Aspersion,57235.92,24181.51,10513.7,Manual,True,
aac57dc3-c58e-42da-be77-65c4e6972bab,PAR-004,CIC-2025-PV,2025-05-05,Frijol,Media,8.18,1.17,9.571,72.29,90.36,0.8,903.6,28373.0,32.0,0.0,Aspersion,47666.64,20138.57,8755.9,Experiencia del operador,False,
677d84e5-c1b9-4b7a-b93d-7d3ee786bbf4,PAR-004,CIC-2025-PV,2025-05-30,Frijol,Final,8.57,0.78,6.685,52.47,65.59,0.8,655.9,20595.3,8.0,114.65,Aspersion,34600.1,14618.11,6355.7,Manual,False,Sobre-riego detectado
15bc870a-5fd6-4a20-b6d1-e0f901d1e30b,PAR-004,CIC-2025-PV,2025-06-01,Frijol,Final,8.89,0.69,6.134,43.1,53.88,0.8,538.8,16918.3,32.0,0.0,Aspersion,28422.74,12008.3,5221.0,Tradicion,False,
4797317f-06f9-43fa-a8a7-f4f18931e3c3,PAR-005,CIC-2025-PV,2025-03-07,Algodon,Inicial,5.9,0.33,1.947,23.24,35.75,0.65,357.5,7507.5,32.0,0.0,Gravedad,12612.6,5328.64,2316.8,Manual,False,
b72f8920-c6d7-418a-bf39-63e77fa65433,PAR-005,CIC-2025-PV,2025-03-20,Algodon,Inicial,6.29,0.32,2.013,25.06,38.56,0.65,385.6,8097.6,8.0,1.11,Gravedad,13603.97,5747.47,2498.9,Tradicion,False,
5c1c357b-7ac8-4615-b36a-a493699e2a33,PAR-005,CIC-2025-PV,2025-04-10,Algodon,Desarrollo,7.65,0.52,3.978,36.62,56.34,0.65,563.4,11831.4,8.0,46.92,Gravedad,19876.75,8397.76,3651.2,Manual,False,Eficiencia baja
64967061-670d-42fc-8fac-b774f1fb7695,PAR-005,CIC-2025-PV,2025-04-27,Algodon,Desarrollo,7.27,0.799,5.809,63.73,98.05,0.65,980.5,20590.5,8.0,35.02,Gravedad,34592.04,14614.66,6354.2,Experiencia del operador,False,Eficiencia baja
fd09eff2-3fff-4431-b51f-9b14fe974d9c,PAR-005,CIC-2025-PV,2025-04-29,Algodon,Desarrollo,7.21,0.813,5.862,63.1,97.07,0.65,970.7,20384.7,32.0,0.0,Gravedad,34246.3,14468.61,6290.7,Manual,False,
b0d3f784-4da5-4121-b929-a06d5d670bd1,PAR-005,CIC-2025-PV,2025-05-10,Algodon,Desarrollo,8.52,1.03,8.776,71.8,110.46,0.65,1104.6,23196.6,8.0,24.74,Gravedad,38970.29,16464.55,7158.5,Manual,False,Deficit acumulado
c7c85fa6-a19c-4777-8bd1-1216b5474d46,PAR-005,CIC-2025-PV,2025-05-22,Algodon,Media,8.38,1.18,9.888,78.01,120.02,0.65,1200.2,25204.2,8.0,40.65,Gravedad,42343.06,17889.4,7778.0,Tradicion,False,
aabda890-1be9-433c-b59a-9a48253cb880,PAR-005,CIC-2025-PV,2025-06-15,Algodon,Media,9.01,1.2,10.812,94.86,145.94,0.65,1459.4,30647.4,8.0,164.63,Gravedad,51487.63,21752.94,9457.8,Manual,False,
1052577b-e72d-47f5-b4a0-fab7bec65440,PAR-005,CIC-2025-PV,2025-08-06,Algodon,Final,7.72,0.954,7.365,64.47,99.19,0.65,991.9,20829.9,8.0,318.51,Gravedad,34994.23,14784.63,6428.1,Manual,False,Deficit acumulado
68e2157d-fb3f-4250-9344-0af3f0537407,PAR-006,CIC-2025-PV,2025-03-15,Chile,Inicial,5.68,0.63,3.578,35.21,44.01,0.8,440.1,6073.4,8.0,14.88,Aspersion,10203.31,4310.89,1874.3,Manual,True,Sobre-riego detectado
6e93363d-cf09-480d-b3e2-21d89a886721,PAR-006,CIC-2025-PV,2025-03-28,Chile,Desarrollo,6.08,0.636,3.867,36.62,45.78,0.8,457.8,6317.6,8.0,13.65,Aspersion,10613.57,4484.08,1949.6,Experiencia del operador,False,
6510c98e-b765-429d-bab9-b5226d87ad35,PAR-006,CIC-2025-PV,2025-05-02,Chile,Media,8.78,1.09,9.57,62.18,77.72,0.8,777.2,10725.4,8.0,272.77,Aspersion,18018.67,7612.77,3309.9,Tradicion,False,Eficiencia baja
6de0dc4f-e375-4683-bffe-b60c01ea3ab6,PAR-006,CIC-2025-PV,2025-05-04,Chile,Media,8.57,1.04,8.913,59.92,74.9,0.8,749.0,10336.2,32.0,0.0,Aspersion,17364.82,7336.54,3189.8,Manual,False,Eficiencia baja
404c2469-bcdd-47fc-b7d7-948e1b652982,PAR-006,CIC-2025-PV,2025-05-08,Chile,Media,8.84,1.09,9.636,56.52,70.65,0.8,706.5,9749.7,32.0,0.0,Aspersion,16379.5,6920.24,3008.8,Manual,True,
a125c7c9-040f-4973-9d72-6901b5c76b5c,PAR-006,CIC-2025-PV,2025-05-17,Chile,Media,8.46,1.04,8.798,59.32,74.15,0.8,741.5,10232.7,8.0,19.86,Aspersion,17190.94,7262.94,3157.8,Tradicion,False,Eficiencia baja
6d03853d-cd18-4eb4-b5df-d3b7686a4e38,PAR-006,CIC-2025-PV,2025-05-19,Chile,Media,8.41,1.05,8.831,57.47,71.84,0.8,718.4,9913.9,32.0,0.0,Aspersion,16655.35,7036.62,3059.4,Experiencia del operador,False,
18c05e03-30f5-47d7-86d9-240558a38d83,PAR-006,CIC-2025-PV,2025-05-25,Chile,Media,8.57,1.05,8.998,64.73,80.91,0.8,809.1,11165.6,19.9,0.0,Aspersion,18758.21,7925.11,3445.7,Manual,True,Sobre-riego detectado
7b32ad03-393b-4142-9e5e-d16e91374aca,PAR-006,CIC-2025-PV,2025-05-28,Chile,Media,8.54,1.06,9.052,59.24,74.05,0.8,740.5,10218.9,32.0,0.0,Aspersion,17167.75,7253.28,3153.6,Manual,False,
1f8f5df5-9cfc-477e-a664-5ebe712b692c,PAR-006,CIC-2025-PV,2025-06-01,Chile,Media,9.33,1.07,9.983,62.88,78.6,0.8,786.0,10846.8,32.0,0.0,Aspersion,18222.62,7698.79,3347.3,Manual,False,
bee206a4-7176-4630-b263-8ef22fdd7f4f,PAR-006,CIC-2025-PV,2025-06-10,Chile,Final,9.11,1.054,9.602,66.8,83.5,0.8,835.0,11523.0,8.0,19.62,Aspersion,19358.64,8178.8,3556.0,Manual,False,
3b63381c-4c0b-407b-a0f5-1b2d45708148,PAR-006,CIC-2025-PV,2025-06-11,Chile,Final,9.11,1.028,9.365,53.9,67.37,0.8,673.7,9297.1,32.0,0.0,Aspersion,15619.13,6598.93,2869.1,Manual,False,
2d584a01-101e-44e1-b655-ea12b11bb343,PAR-006,CIC-2025-PV,2025-06-12,Chile,Final,9.1,1.002,9.118,55.42,69.28,0.8,692.8,9560.6,32.0,0.0,Aspersion,16061.81,6785.92,2950.4,Manual,False,
3ac39f50-103d-4395-bfd2-c3892cb4be48,PAR-006,CIC-2025-PV,2025-07-02,Chile,Final,8.35,0.912,7.615,57.8,72.25,0.8,722.5,9970.5,8.0,94.5,Aspersion,16750.44,7076.87,3076.9,Manual,False,
f8ef2d8e-664a-4e80-9955-52d397f051ec,PAR-007,CIC-2025-PV,2025-04-21,Algodon,Desarrollo,7.61,0.747,5.685,53.77,82.73,0.65,827.3,26308.1,8.0,236.17,Gravedad,44197.61,18673.01,8118.7,Tradicion,True,
73a119a4-3827-4506-aea9-10957b25a961,PAR-007,CIC-2025-PV,2025-04-24,Algodon,Desarrollo,7.26,0.728,5.285,44.23,68.05,0.65,680.5,21639.9,32.0,0.0,Gravedad,36355.03,15359.63,6678.1,Tradicion,False,Deficit acumulado
47dc8ce8-7bfa-43b2-ab1d-8fb8e3a2c051,PAR-007,CIC-2025-PV,2025-04-29,Algodon,Desarrollo,7.65,0.823,6.296,48.37,74.42,0.65,744.2,23665.6,32.0,0.0,Gravedad,39758.21,16797.36,7303.2,Manual,False,Deficit acumulado
854388ce-42a2-4311-b33e-8acbb7d090ee,PAR-007,CIC-2025-PV,2025-05-02,Algodon,Desarrollo,8.83,0.914,8.071,62.17,95.65,0.65,956.5,30416.7,32.0,0.0,Gravedad,51100.06,21589.18,9386.6,Experiencia del operador,True,Deficit acumulado
2a2d56c2-83f1-4801-a244-bd954ae9f79e,PAR-007,CIC-2025-PV,2025-05-24,Algodon,Media,8.37,1.2,10.044,84.8,130.46,0.65,1304.6,41486.3,8.0,136.17,Gravedad,69696.98,29446.21,12802.7,Experiencia del operador,False,Deficit acumulado
2629f8de-a9cb-49d6-b0e7-8a4c17363d5a,PAR-007,CIC-2025-PV,2025-06-01,Algodon,Media,8.91,1.2,10.692,87.97,135.34,0.65,1353.4,43038.1,8.0,0.0,Gravedad,72304.01,30547.68,13281.6,Experiencia del operador,False,Eficiencia baja
ee185a37-f745-4063-ad86-9236e122c184,PAR-007,CIC-2025-PV,2025-06-06,Algodon,Media,9.19,1.22,11.212,80.57,123.96,0.65,1239.6,39419.3,32.0,0.0,Gravedad,66224.42,27979.04,12164.8,Experiencia del operador,False,Deficit acumulado
e8f0d947-8760-4854-b427-bad7a41f4e3c,PAR-007,CIC-2025-PV,2025-07-08,Algodon,Media,8.21,1.2,9.852,72.12,110.95,0.65,1109.5,35282.1,8.0,243.14,Gravedad,59273.93,25042.63,10888.1,Manual,True,
809f9cf1-5a3f-4681-ae50-35e2ce7424c8,PAR-008,CIC-2025-PV,2025-03-16,Frijol,Inicial,5.87,0.43,2.524,34.57,43.21,0.8,432.1,3802.5,8.0,3.29,Aspersion,6388.2,2699.05,1173.5,Manual,False,Deficit acumulado
44ec740d-69f3-403f-91bb-4dafb6b6471b,PAR-008,CIC-2025-PV,2025-03-19,Frijol,Inicial,5.68,0.37,2.102,36.35,45.44,0.8,454.4,3998.7,32.0,0.0,Aspersion,6717.82,2838.2,1234.0,Experiencia del operador,False,Deficit acumulado
fd840c86-2b63-42bc-a796-f3de23b1f2c0,PAR-008,CIC-2025-PV,2025-03-21,Frijol,Inicial,6.18,0.43,2.657,38.02,47.53,0.8,475.3,4182.6,32.0,0.0,Aspersion,7026.77,2968.84,1290.8,Tradicion,True,Sobre-riego detectado
7dc100d8-c257-400f-885b-421fa554281f,PAR-008,CIC-2025-PV,2025-03-24,Frijol,Desarrollo,5.66,0.505,2.858,41.94,52.43,0.8,524.3,4613.8,32.0,0.0,Aspersion,7751.18,3274.74,1423.8,Manual,False,
af6ddd30-6459-4638-9ede-c9500c26e740,PAR-008,CIC-2025-PV,2025-03-26,Frijol,Desarrollo,6.08,0.555,3.374,48.58,60.72,0.8,607.2,5343.4,32.0,0.0,Aspersion,8976.91,3792.7,1649.0,Manual,True,Sobre-riego detectado
f30f0291-2e13-40c7-957b-e09ce041d5b5,PAR-008,CIC-2025-PV,2025-04-09,Frijol,Desarrollo,7.18,0.905,6.498,79.22,99.02,0.8,990.2,8713.8,8.0,11.75,Aspersion,14639.18,6184.93,2689.1,Tradicion,False,Sobre-riego detectado
c7943b20-580e-4ef0-b9f8-e37871fe8e4b,PAR-008,CIC-2025-PV,2025-04-11,Frijol,Desarrollo,7.74,0.915,7.082,81.72,102.15,0.8,1021.5,8989.2,32.0,0.0,Aspersion,15101.86,6380.43,2774.1,Tradicion,True,
3743dfc9-ed39-43dd-a7f6-0c890422f7f5,PAR-008,CIC-2025-PV,2025-05-02,Frijol,Media,8.55,1.14,9.747,106.91,133.64,0.8,1336.4,11760.3,8.0,97.78,Aspersion,19757.3,8347.16,3629.2,Manual,False,
2d52d949-4d82-405a-b91b-9ee29f3718c8,PAR-008,CIC-2025-PV,2025-05-10,Frijol,Media,8.4,1.14,9.576,103.86,129.82,0.8,1298.2,11424.2,32.0,0.0,Aspersion,19192.66,8108.65,3525.5,Manual,False,Sobre-riego detectado
92d85fcc-a400-4ea1-b990-57da391e4708,PAR-008,CIC-2025-PV,2025-05-11,Frijol,Media,8.52,1.14,9.713,98.76,123.45,0.8,1234.5,10863.6,32.0,0.0,Aspersion,18250.85,7710.75,3352.5,Tradicion,False,
5674bb8d-721e-42c9-8d40-36faba0e6144,PAR-008,CIC-2025-PV,2025-06-05,Frijol,Final,9.04,0.48,4.339,41.58,51.98,0.8,519.8,4574.2,8.0,66.9,Aspersion,7684.66,3246.68,1411.6,Experiencia del operador,True,
4761ac17-6299-459a-b8f7-e037b8770a71,PAR-008,CIC-2025-PV,2025-06-11,Frijol,Final,9.34,0.33,3.082,27.7,34.63,0.8,346.3,3047.4,32.0,0.0,Aspersion,5119.63,2162.92,940.4,Manual,False,Sobre-riego detectado
4c8808c4-e082-495f-959f-cd914baa97e3,PAR-009,CIC-2025-PV,2025-03-15,Maiz,Inicial,6.26,0.28,1.753,19.25,24.06,0.8,240.6,5076.7,8.0,5.29,Aspersion,8528.86,3603.41,1566.7,Manual,False,
4fa2b34c-1863-4bf4-856d-8ca474222a91,PAR-009,CIC-2025-PV,2025-03-17,Maiz,Inicial,6.27,0.26,1.63,19.74,24.67,0.8,246.7,5205.4,32.0,0.0,Aspersion,8745.07,3694.72,1606.4,Experiencia del operador,False,Deficit acumulado
8faff058-48a4-49f0-b2c3-2106b36049c8,PAR-009,CIC-2025-PV,2025-03-22,Maiz,Desarrollo,6.0,0.306,1.836,21.9,27.37,0.8,273.7,5775.1,32.0,0.0,Aspersion,9702.17,4099.06,1782.2,Tradicion,False,Sobre-riego detectado
6551d8af-d8d4-4f37-8071-2990673c095b,PAR-009,CIC-2025-PV,2025-04-01,Maiz,Desarrollo,7.66,0.543,4.159,34.99,43.74,0.8,437.4,9229.1,8.0,6.6,Aspersion,15504.89,6550.63,2848.1,Tradicion,False,Deficit acumulado
6b8ecc54-e24c-4ac0-a30c-5a21bbc9840c,PAR-009,CIC-2025-PV,2025-04-09,Maiz,Desarrollo,7.53,0.819,6.167,56.28,70.35,0.8,703.5,14843.9,14.1,0.0,Aspersion,24937.75,10535.84,4580.8,Manual,False,Eficiencia baja
f785d9f3-31c2-4965-a50f-7f7680b56314,PAR-009,CIC-2025-PV,2025-04-19,Maiz,Desarrollo,7.36,1.046,7.699,76.39,95.49,0.8,954.9,20148.4,8.0,0.6,Aspersion,33849.31,14300.94,6217.8,Experiencia del operador,True,
b2df70da-c60d-42be-8efe-c8e18c2626ca,PAR-009,CIC-2025-PV,2025-04-21,Maiz,Desarrollo,7.4,1.137,8.414,72.48,90.6,0.8,906.0,19116.6,32.0,0.0,Aspersion,32115.89,13568.62,5899.4,Manual,False,
ce04a5d1-480a-4ee3-a933-d41159700837,PAR-009,CIC-2025-PV,2025-05-30,Maiz,Media,8.34,1.2,10.008,96.26,120.32,0.8,1203.2,25387.5,8.0,294.05,Aspersion,42651.0,18019.58,7834.6,Manual,True,
17d14770-f54a-4a11-8038-0b39df1b3c17,PAR-009,CIC-2025-PV,2025-05-31,Maiz,Media,8.43,1.18,9.947,84.51,105.64,0.8,1056.4,22290.0,32.0,0.0,Aspersion,37447.2,15821.01,6878.7,Manual,False,Deficit acumulado
