id_costo,id_parcela,ciclo_agricola,cultivo,volumen_agua_total_m3,costo_agua_mxn,costo_fertilizantes_mxn,costo_agroquimicos_mxn,costo_semilla_mxn,costo_maquinaria_mxn,costo_mano_obra_mxn,ingreso_estimado_mxn,margen_contribucion_mxn
74bfc5f1-7b41-4cc1-9a9f-ec58c04567af,879990a6-4731-42b8-b1f8-6a2cf24033b9,PV-2021,Frijol,140272.28,235657.44,125684.9,79856.37,50953.8,136077.85,55966.6,568197.55,-115999.4
76f2b274-333d-454b-bbba-b32a6e3c5edf,879990a6-4731-42b8-b1f8-6a2cf24033b9,OI-2022,Maíz,71535.0,120178.8,101523.83,58451.98,33039.98,115264.43,73489.17,654294.64,152346.45
a1965a83-05f3-4e14-85e6-9b195dc2d117,879990a6-4731-42b8-b1f8-6a2cf24033b9,PV-2022,Uva,57175.19,96054.32,64073.04,64257.12,56272.39,194363.42,146997.83,6571612.32,5949594.2
8cd130e6-7718-4c46-8065-1893788b497d,879990a6-4731-42b8-b1f8-6a2cf24033b9,OI-2023,Algodón,121604.61,204295.75,166035.39,92904.97,35234.65,175588.43,59454.7,1882133.17,1148619.28
88cb6c95-8f7b-4e81-aa45-e9aabb123f04,879990a6-4731-42b8-b1f8-6a2cf24033b9,PV-2023,Frijol,46498.03,78116.69,112534.66,69196.68,29693.5,187183.47,58515.7,361981.95,-173258.76
0afa29b3-5433-4321-a3ca-1c55516f9e70,879990a6-4731-42b8-b1f8-6a2cf24033b9,OI-2024,Algodón,96861.31,162727.01,139865.59,78753.02,52812.6,147631.06,146905.44,2572610.37,1843915.66
66cc8304-ae1d-4cc6-9e8e-c66cae940638,879990a6-4731-42b8-b1f8-6a2cf24033b9,PV-2024,Algodón,98559.57,165580.08,110378.99,71988.55,37848.13,112968.58,62924.21,1966778.67,1405090.13
e5aca077-bd62-4488-886a-84582b71f1f4,879990a6-4731-42b8-b1f8-6a2cf24033b9,OI-2025,Uva,107553.6,180690.06,154909.21,81321.2,65109.46,168722.05,83958.22,6032299.19,5297588.99
95ae8aee-4621-4233-8cad-622f8442e494,879990a6-4731-42b8-b1f8-6a2cf24033b9,PV-2025,Uva,117673.86,197692.09,62807.32,86589.92,99321.73,53549.77,83139.47,6525671.09,5942570.79
70899f27-f94b-4d38-9d19-b118599167f6,456f3a48-d691-45e3-8cd6-0a902c2ce3c4,OI-2021,Maíz,102348.74,171945.88,121587.58,113848.42,62207.47,236589.88,133516.61,778261.96,-61433.87
cfea27e1-fb30-4651-bc62-1d529de334ca,456f3a48-d691-45e3-8cd6-0a902c2ce3c4,PV-2021,Maíz,173496.24,291473.68,120292.1,53578.36,32079.97,67039.54,104585.79,957007.69,287958.24
7f32dd1f-c3dc-45f4-8773-ebef0ab974cd,456f3a48-d691-45e3-8cd6-0a902c2ce3c4,OI-2022,Frijol,122785.27,206279.26,133738.74,95757.26,45172.32,142503.94,62400.1,444563.88,-241287.74
9d7fdf1d-fd86-4278-875a-8d7d1d750bda,456f3a48-d691-45e3-8cd6-0a902c2ce3c4,PV-2022,Algodón,84712.26,142316.6,96081.18,73819.93,59484.86,173509.04,154466.8,2691950.15,1992271.73
aa8883b2-658e-41f1-9df5-8cd32713800f,456f3a48-d691-45e3-8cd6-0a902c2ce3c4,OI-2023,Chile,87604.91,147176.24,138764.2,67372.38,54982.76,121267.38,133774.1,6370311.74,5706974.69
8a36261a-3176-48f0-af2f-5f09da682916,456f3a48-d691-45e3-8cd6-0a902c2ce3c4,PV-2023,Chile,100536.0,168900.47,127489.46,60538.79,49718.47,85881.98,139420.83,5458314.39,4826364.39
f52e5e7a-4e57-4a9f-be00-62f674fc076a,456f3a48-d691-45e3-8cd6-0a902c2ce3c4,OI-2024,Uva,81736.68,137317.62,128837.7,83750.73,69043.4,168559.86,88768.79,6866621.06,6190342.96
b737fe8f-b760-4492-a492-45ea7f3e89d0,456f3a48-d691-45e3-8cd6-0a902c2ce3c4,PV-2024,Chile,112030.86,188211.85,63840.38,120660.93,89242.49,141712.56,48382.78,7997384.03,7345333.04
e59653ad-6364-45a0-aecc-0919c5bc7525,456f3a48-d691-45e3-8cd6-0a902c2ce3c4,OI-2025,Maíz,94730.67,159147.53,60656.74,96489.65,52796.72,157769.79,111948.14,980283.28,341474.7
8f144f43-c3ce-456a-b9a0-1ba1d10a8eec,456f3a48-d691-45e3-8cd6-0a902c2ce3c4,PV-2025,Uva,120113.99,201791.51,54675.12,104943.49,66139.92,209661.45,176897.44,8956874.4,8142765.47
f649b96a-5d96-408b-8220-ec735d5b739f,66922ca2-065d-4e91-a187-ab3a6cb351b9,OI-2021,Uva,195497.04,328435.04,158654.46,44024.15,93818.02,264995.49,170843.52,11390779.14,10330008.48
5e8fd017-8219-47e1-b040-8fa1522b930f,66922ca2-065d-4e91-a187-ab3a6cb351b9,PV-2021,Uva,72643.01,122040.26,213636.47,114857.22,67261.61,188122.19,223643.7,9377276.83,8447715.37
d4135436-65cd-4914-9474-a59868865e7c,66922ca2-065d-4e91-a187-ab3a6cb351b9,OI-2022,Algodón,156945.51,263668.46,245231.27,146391.76,128712.71,171609.83,150303.8,2339025.98,1233108.16
2cc0a0d3-34b9-488d-af6b-3172ce0602cb,66922ca2-065d-4e91-a187-ab3a6cb351b9,PV-2022,Maíz,187050.35,314244.59,167012.5,139572.04,84653.65,163688.35,74394.98,1201364.01,257797.9
6228eee9-263d-45c0-8dca-b53a86a4207d,66922ca2-065d-4e91-a187-ab3a6cb351b9,OI-2023,Uva,174580.34,293294.96,64540.35,135395.91,75939.81,170606.24,89118.63,8825494.28,7996598.37
3d8204df-d15f-4f71-94d1-2d18c7a96e80,66922ca2-065d-4e91-a187-ab3a6cb351b9,PV-2023,Chile,125462.6,210777.17,178254.77,106129.06,46776.3,207788.99,180432.07,8132585.32,7202426.97
1581c7c4-cd25-411e-ae43-1f736423d8c5,66922ca2-065d-4e91-a187-ab3a6cb351b9,OI-2024,Chile,150902.64,253516.44,134206.53,149358.26,44737.44,215984.07,128862.99,10068814.87,9142149.14
fcbbb964-c60b-4d9b-99dc-50a877065ce5,66922ca2-065d-4e91-a187-ab3a6cb351b9,PV-2024,Algodón,94787.47,159242.95,89355.91,64596.86,70981.01,201010.44,191032.58,4773243.11,3997023.37
161afa68-5262-4deb-84d0-2042e3f69fb7,66922ca2-065d-4e91-a187-ab3a6cb351b9,OI-2025,Frijol,141642.47,237959.36,182787.81,106084.38,106026.13,201602.53,93271.15,794247.43,-133483.93
9ebbe26a-ec7b-4205-9095-673617d8e689,66922ca2-065d-4e91-a187-ab3a6cb351b9,PV-2025,Maíz,71733.95,120513.04,194643.49,115880.93,66016.49,111453.31,113834.9,1113622.45,391280.29
160cfcb8-9f94-4eff-9cc0-276e3c09b912,1a2e9880-96d9-44b9-9a57-a27e2776045c,OI-2021,Maíz,89277.72,149986.57,107535.9,78568.05,29115.39,133890.52,67878.07,694039.14,127064.65
c0d3f8f4-5299-40d1-bc65-05c545de4186,1a2e9880-96d9-44b9-9a57-a27e2776045c,PV-2021,Algodón,86074.29,144604.81,44677.15,38194.34,19743.05,72927.59,88893.25,1828791.65,1419751.45
adee9a46-0374-4674-b3ef-e743abb4ce0b,1a2e9880-96d9-44b9-9a57-a27e2776045c,OI-2022,Frijol,62183.76,104468.72,79953.55,41825.89,54540.22,109516.56,53546.83,391639.92,-52211.84
80ecd21c-66bb-4634-9938-7a5d6e9e95f6,1a2e9880-96d9-44b9-9a57-a27e2776045c,PV-2022,Uva,85772.87,144098.42,80394.91,78698.9,53688.06,43267.05,43407.17,5469467.97,5025913.45
1d4c6f91-c9dd-4b81-a2ee-9758c8dcf622,1a2e9880-96d9-44b9-9a57-a27e2776045c,OI-2023,Uva,115268.98,193651.89,51760.64,45604.47,52744.79,125365.48,97793.81,6534460.31,5967539.25
164cd1fb-57d6-4014-8d81-70f7b8447d59,1a2e9880-96d9-44b9-9a57-a27e2776045c,PV-2023,Maíz,58029.2,97489.05,143978.03,61012.59,56032.03,45501.2,39558.32,584642.28,141071.06
693da05d-0f31-45e9-aea0-c5f0ca38dd0a,1a2e9880-96d9-44b9-9a57-a27e2776045c,OI-2024,Uva,89074.5,149645.17,108218.05,39469.37,28889.25,87469.29,65890.45,6309725.3,5830143.71
edb10fbb-9e1a-4fc5-9efb-3ac94b8cd491,1a2e9880-96d9-44b9-9a57-a27e2776045c,PV-2024,Chile,101253.75,170106.3,91231.06,74204.26,33085.74,149225.71,90915.51,5796149.59,5187381.01
947e2812-8490-443d-8cc3-06992c263897,1a2e9880-96d9-44b9-9a57-a27e2776045c,OI-2025,Chile,82801.63,139106.74,126595.05,45471.27,37299.06,145911.97,103994.21,4348007.29,3749628.97
b8f964e3-7fe4-4a73-960e-6cba9308bdbb,1a2e9880-96d9-44b9-9a57-a27e2776045c,PV-2025,Maíz,90430.98,151924.04,61523.81,61716.21,35888.69,127038.13,74822.01,638776.89,125864.0
aa796d82-6ab5-484d-bbd2-7026823cd29a,16a6ca97-9bba-4d25-8c41-64c9ed899b4e,OI-2021,Uva,72076.07,121087.79,83589.91,71556.96,45479.02,57209.86,95368.06,4872190.74,4397899.14
b16e8b24-17a2-4786-8b61-f9b57e0ecbbf,16a6ca97-9bba-4d25-8c41-64c9ed899b4e,PV-2021,Frijol,70848.34,119025.21,93059.8,58260.58,37651.06,56592.76,89669.48,324013.01,-130245.88
0a3dd2fa-cb6d-40fb-af07-e6607132f597,16a6ca97-9bba-4d25-8c41-64c9ed899b4e,OI-2022,Frijol,55518.08,93270.38,66096.17,43257.61,18054.81,100847.75,74201.12,386694.86,-9032.98
8bdf3b10-9f81-491a-83e0-12a90eaea285,16a6ca97-9bba-4d25-8c41-64c9ed899b4e,PV-2022,Uva,46725.94,78499.57,72566.39,42198.01,54170.69,83518.73,71328.43,4746460.5,4344178.68
61708c6e-e424-48ed-837f-0534572410d0,16a6ca97-9bba-4d25-8c41-64c9ed899b4e,OI-2023,Maíz,88161.52,148111.35,68236.81,79671.32,64438.08,125295.78,64131.21,484462.75,-65421.8
1e27ccd9-23ca-453b-a048-a092bc32210d,16a6ca97-9bba-4d25-8c41-64c9ed899b4e,PV-2023,Frijol,39404.11,66198.9,116305.32,67029.73,19583.5,96395.76,99111.61,323281.87,-141342.95
fcf1bc89-0c32-424a-8fa5-8a4cff4c29d1,16a6ca97-9bba-4d25-8c41-64c9ed899b4e,OI-2024,Algodón,93780.33,157550.95,86703.98,61282.44,39987.59,151184.7,81122.87,2117475.78,1539643.27
88ebb12a-be53-4b4f-b27b-7f459b24fef5,16a6ca97-9bba-4d25-8c41-64c9ed899b4e,PV-2024,Chile,53477.39,89842.01,49238.81,51742.55,37682.76,76574.38,30103.01,5256369.35,4921185.83
63e37046-ab1e-4269-9d7a-92238bde627d,16a6ca97-9bba-4d25-8c41-64c9ed899b4e,OI-2025,Uva,67485.85,113376.23,88520.12,36697.35,29536.76,89769.97,101785.05,6235636.4,5775950.91
4c28cd65-5acd-4de1-a3a5-4d01a28eb365,16a6ca97-9bba-4d25-8c41-64c9ed899b4e,PV-2025,Maíz,86155.75,144741.66,53549.86,27590.64,34978.02,113112.76,35406.76,607457.27,198077.57
12dbf1fb-2748-448c-8698-7d6cfb037659,80048e56-6485-4d9a-9432-e2e31b067e99,OI-2021,Frijol,78247.92,131456.51,85229.63,54124.03,39647.53,74406.78,93649.37,253287.69,-225226.15
eb6a7a87-e8b7-4104-8cf7-a13971258e70,80048e56-6485-4d9a-9432-e2e31b067e99,PV-2021,Maíz,47334.07,79521.24,70869.01,45955.46,36416.63,53462.1,89368.48,479573.34,103980.4
7fd81db7-94f5-4137-85be-4036981badbf,80048e56-6485-4d9a-9432-e2e31b067e99,OI-2022,Chile,63365.79,106454.53,40871.32,20497.76,33516.37,123201.15,61152.66,3840357.4,3454663.61
023c6eb9-dbc5-4d3a-ac22-ed3de84db156,80048e56-6485-4d9a-9432-e2e31b067e99,PV-2022,Uva,62149.66,104411.43,68970.65,23624.96,25063.72,67864.6,74627.86,3900595.82,3536032.62
cd34c3fe-d4b6-4bb8-ba9e-536f9fa5daf6,80048e56-6485-4d9a-9432-e2e31b067e99,OI-2023,Frijol,64057.51,107616.61,42960.08,38460.15,42773.33,94953.1,58599.17,230569.72,-154792.73
f6520448-ca64-4769-b13c-6088a9da5b06,80048e56-6485-4d9a-9432-e2e31b067e99,PV-2023,Chile,69830.34,117314.97,80444.41,69738.02,21191.04,139612.68,62962.44,3799613.88,3308350.32
3ddcda83-836f-4b61-9e8c-8a7ed9c943f9,80048e56-6485-4d9a-9432-e2e31b067e99,OI-2024,Maíz,45569.16,76556.18,101166.53,59119.6,24523.74,63108.98,65940.48,476659.63,86244.12
80f56835-6a4c-4f7c-b48e-afb577e847ed,80048e56-6485-4d9a-9432-e2e31b067e99,PV-2024,Algodón,79517.4,133589.24,53507.05,39639.42,41316.32,102347.82,54165.52,1844306.95,1419741.6
ca1c5660-7739-4b34-a1f5-2cc03b07dcdc,80048e56-6485-4d9a-9432-e2e31b067e99,OI-2025,Maíz,85941.26,144381.31,103359.31,41875.76,40706.74,89495.23,62814.96,420064.92,-62568.4
3c2bea3c-0c40-4bd4-b40d-be791837adcd,80048e56-6485-4d9a-9432-e2e31b067e99,PV-2025,Algodón,62225.49,104538.82,64248.52,46316.36,23564.17,88451.4,84293.39,1706210.35,1294797.7
a04fb6f3-8fa4-4d46-9224-08aa56c620be,4c6db4fe-ee3a-4719-9525-9bd88e675fd0,OI-2021,Algodón,47120.65,79162.7,71310.22,86479.09,33413.96,105664.5,129086.9,2031212.59,1526095.23
05e3810e-fdfb-4b32-acac-ec79e3611b9f,4c6db4fe-ee3a-4719-9525-9bd88e675fd0,PV-2021,Chile,77932.9,130927.26,71680.6,89785.39,32870.88,63120.57,44877.01,4710680.86,4277419.16
efde3abb-1949-46ac-a464-f5aff628d71f,4c6db4fe-ee3a-4719-9525-9bd88e675fd0,OI-2022,Algodón,86905.67,146001.53,95025.39,78248.25,55821.65,129687.75,47437.71,1984475.2,1432252.92
383d372e-e0ed-4499-8d48-0eb4c1088dff,4c6db4fe-ee3a-4719-9525-9bd88e675fd0,PV-2022,Uva,71254.17,119707.01,108780.09,70439.7,43312.7,66693.48,57451.16,6267827.48,5801443.34
6d522b51-8d51-42f1-b59d-cf1887cfcbdf,4c6db4fe-ee3a-4719-9525-9bd88e675fd0,OI-2023,Uva,42990.45,72223.95,74297.7,78004.3,39127.63,66177.51,51267.05,6113086.25,5731988.1
3752bd04-cb76-4416-b79f-3d9616aad43f,4c6db4fe-ee3a-4719-9525-9bd88e675fd0,PV-2023,Frijol,42204.72,70903.92,104706.93,54839.49,60849.44,112149.09,115291.55,381463.74,-137276.68
3ad77cab-decb-4c1e-8162-53e3dbbd3d31,4c6db4fe-ee3a-4719-9525-9bd88e675fd0,OI-2024,Chile,118040.27,198307.65,106372.22,70284.92,58696.59,104169.41,57966.48,4057124.13,3461326.86
4d2c4a1c-8a52-47d8-a60b-de785a323243,4c6db4fe-ee3a-4719-9525-9bd88e675fd0,PV-2024,Maíz,62744.92,105411.46,109318.94,43714.16,40941.31,105060.57,127931.23,583139.33,50761.67
7da58ef2-9db9-4e8d-acd2-2f663d02aea7,4c6db4fe-ee3a-4719-9525-9bd88e675fd0,OI-2025,Uva,52641.38,88437.53,90896.14,82982.21,17237.84,67769.71,82471.24,5200317.26,4770522.59
c5fe6a23-3178-4a5c-8e40-4b7258c0383b,4c6db4fe-ee3a-4719-9525-9bd88e675fd0,PV-2025,Maíz,91490.01,153703.21,144230.5,61534.2,45883.6,109314.98,113226.03,590954.45,-36938.06
52a7f89a-6088-451f-919f-56d5474c9d95,3ac99bb1-a07d-49b2-ad43-f010ede27639,OI-2021,Frijol,331369.35,556700.51,458339.04,265683.06,98877.86,299542.43,337379.74,1257202.6,-759320.03
1677440e-1cf4-4200-baa8-7daf1aab7906,3ac99bb1-a07d-49b2-ad43-f010ede27639,PV-2021,Chile,149263.06,250761.94,325340.56,153651.71,215940.83,388226.78,183400.08,16626375.69,15109053.78
cd7dc4eb-161f-4caa-aa37-5c01699b5503,3ac99bb1-a07d-49b2-ad43-f010ede27639,OI-2022,Maíz,203520.04,341913.67,377060.22,156188.85,89582.91,285016.48,214201.01,1719561.47,255598.33
3772955d-2e56-46f6-bf1a-f90d4f6804c4,3ac99bb1-a07d-49b2-ad43-f010ede27639,PV-2022,Frijol,262681.76,441305.36,401172.56,193950.5,175814.78,324123.18,228876.44,916021.12,-849221.69
d4f93c00-36ea-483a-b0e8-b33270399eb6,3ac99bb1-a07d-49b2-ad43-f010ede27639,OI-2023,Uva,99774.54,167621.23,346439.96,217280.3,85453.13,246975.92,348261.73,17639900.57,16227868.29
465b5ad3-1b12-4285-97a3-fae633acd8f8,3ac99bb1-a07d-49b2-ad43-f010ede27639,PV-2023,Algodón,179275.42,301182.7,301477.67,65532.27,163702.48,282885.46,322861.29,6624882.18,5187240.31
b9230727-1453-4ccd-afb2-e4696f7a0f7d,3ac99bb1-a07d-49b2-ad43-f010ede27639,OI-2024,Uva,286557.73,481416.99,357359.62,73458.69,126466.01,231850.17,151780.93,17816010.56,16393678.15
e0128282-e64b-4896-95ee-211a82f312d7,3ac99bb1-a07d-49b2-ad43-f010ede27639,PV-2024,Chile,173470.47,291430.39,286892.12,182076.02,238865.26,227183.4,223526.31,14661778.07,13211804.57
026d1175-a3a2-4577-9a2e-adfea008d21e,3ac99bb1-a07d-49b2-ad43-f010ede27639,OI-2025,Frijol,219621.34,368963.85,385360.2,151521.74,149459.85,389798.46,357501.76,1284876.74,-517729.12
5c66bf92-7355-4730-9a63-d64158eadedb,3ac99bb1-a07d-49b2-ad43-f010ede27639,PV-2025,Maíz,259170.29,435406.09,253347.55,78487.03,248127.3,251145.6,302486.95,1514047.23,-54953.27
07f46db8-a517-4418-b31f-17089983d20c,669c27dd-c0b8-47b5-8a0e-950eb37e7eeb,OI-2021,Chile,63655.85,106941.83,76499.16,51121.17,14747.81,71231.15,79867.55,2819331.87,2418923.19
faa870c7-6cfb-4810-b413-282bdd88dbd5,669c27dd-c0b8-47b5-8a0e-950eb37e7eeb,PV-2021,Frijol,60709.19,101991.44,70376.92,38903.27,46602.79,54606.04,53683.49,222833.22,-143330.73
78d24c9c-85d3-4914-9ea3-2b33c3036fc6,669c27dd-c0b8-47b5-8a0e-950eb37e7eeb,OI-2022,Algodón,36568.39,61434.89,65058.42,43742.72,33580.81,74113.11,45713.03,1723308.22,1399665.23
2456dafa-bf34-4723-852d-10a0a15540c8,669c27dd-c0b8-47b5-8a0e-950eb37e7eeb,PV-2022,Algodón,38576.1,64807.84,63049.31,44080.77,31953.36,96044.23,40334.36,1984422.02,1644152.17
3c53d4b6-c0d0-4422-9d15-2f21413d8d0d,669c27dd-c0b8-47b5-8a0e-950eb37e7eeb,OI-2023,Algodón,56325.96,94627.61,55341.19,15323.43,23439.84,59276.83,55162.5,1344221.09,1041049.69
80b8ca5a-a2b2-43c6-a223-50b70af91ed1,669c27dd-c0b8-47b5-8a0e-950eb37e7eeb,PV-2023,Maíz,35011.34,58819.05,70415.47,20229.04,20209.9,75491.7,85864.74,363154.73,32124.83
0d2a940e-eb38-4330-a2ce-fe5e258fd2aa,669c27dd-c0b8-47b5-8a0e-950eb37e7eeb,OI-2024,Frijol,75383.31,126643.96,54560.51,42736.56,18588.72,43946.28,57918.91,273629.47,-70765.46
0b71ba7f-1a9e-4a7b-8c06-7cdfa0e6c651,669c27dd-c0b8-47b5-8a0e-950eb37e7eeb,PV-2024,Algodón,37101.84,62331.09,64526.37,46718.24,28540.41,54651.63,69744.98,1469667.79,1143155.07
5517fff5-a8b0-41c0-a232-f872420757b6,669c27dd-c0b8-47b5-8a0e-950eb37e7eeb,OI-2025,Uva,45704.3,76783.23,47363.69,47895.68,38979.4,72746.5,73805.51,2782227.44,2424653.42
8a63f9ba-bb53-4686-9583-b3cbc59aac82,669c27dd-c0b8-47b5-8a0e-950eb37e7eeb,PV-2025,Maíz,71775.1,120582.17,51307.12,28999.61,52193.01,59375.84,39852.81,340298.4,-12012.17
1136de1d-8c1c-4129-aad0-f8d970ab2188,857a40c9-73ec-45c1-8c27-2ac430e00b6b,OI-2021,Frijol,195618.62,328639.29,190226.03,137912.09,93121.36,241112.53,203077.41,786896.04,-407192.67
8aeadda5-bbbe-4e79-9a47-cb6f58fbb2ba,857a40c9-73ec-45c1-8c27-2ac430e00b6b,PV-2021,Uva,149584.51,251301.98,309485.53,220372.23,159288.74,200578.22,125581.45,12068297.97,10801689.82
aff17846-4d83-48dd-be7f-aa7f6f37c3d5,857a40c9-73ec-45c1-8c27-2ac430e00b6b,OI-2022,Chile,116753.39,196145.7,307674.63,109915.75,84686.92,226862.76,221416.9,10918704.94,9772002.28
f09bd869-c2dd-4811-a339-09a023d55610,857a40c9-73ec-45c1-8c27-2ac430e00b6b,PV-2022,Frijol,220295.63,370096.67,332440.99,107116.35,141837.99,265923.15,130407.82,952043.01,-395779.97
51b6e10e-a23f-4335-bc6d-ab184ad21621,857a40c9-73ec-45c1-8c27-2ac430e00b6b,OI-2023,Chile,137360.51,230765.66,143939.17,123683.46,139304.39,215284.69,189624.46,11446421.33,10403819.5
21815a0f-445d-48aa-ae5c-5944f15d3e6a,857a40c9-73ec-45c1-8c27-2ac430e00b6b,PV-2023,Frijol,99953.19,167921.36,232580.59,195032.37,62987.93,180091.34,113138.46,821159.3,-130592.75
237733d5-dfd3-4bb6-93fc-c16149510ee7,857a40c9-73ec-45c1-8c27-2ac430e00b6b,OI-2024,Chile,216478.0,363683.03,107026.24,151247.79,64542.23,129736.33,155478.17,13077847.89,12106134.09
2c296d0a-b1cc-42de-8ba1-4b1a122367ae,857a40c9-73ec-45c1-8c27-2ac430e00b6b,PV-2024,Algodón,131040.67,220148.33,243942.6,58354.71,138327.12,260789.22,133151.75,4168274.15,3113560.43
57f21c25-774c-4cdf-bbb5-826db0203c51,857a40c9-73ec-45c1-8c27-2ac430e00b6b,OI-2025,Maíz,186496.59,313314.28,251146.75,70364.15,49944.32,230873.59,208901.23,1252617.46,128073.14
b48bf958-ce18-449d-96f2-3d9cd25355e7,857a40c9-73ec-45c1-8c27-2ac430e00b6b,PV-2025,Maíz,229565.36,385669.81,131856.59,153962.71,110019.13,171319.41,251492.33,1154158.66,-50161.31
bb8fd0bc-5f56-41bd-91c4-9fad9f0fa3dc,ca4f4903-185d-47c4-9b5b-3f6277057976,OI-2021,Frijol,106724.44,179297.06,127587.09,39349.95,35555.93,139834.3,98122.84,289638.7,-330108.47
9f524918-7c33-496f-b3f7-d089fb82a706,ca4f4903-185d-47c4-9b5b-3f6277057976,PV-2021,Chile,100634.73,169066.34,83615.0,40413.23,51905.09,43118.94,84500.54,4855657.02,4383037.88
47d8d74d-c60c-4bd5-a691-d8525222d22b,ca4f4903-185d-47c4-9b5b-3f6277057976,OI-2022,Uva,106031.8,178133.43,69479.73,74015.56,52368.2,62460.39,76292.52,4927352.76,4414602.93
3d32de08-875e-487e-a461-3616e8212ca3,ca4f4903-185d-47c4-9b5b-3f6277057976,PV-2022,Frijol,78104.54,131215.62,53386.36,34847.6,70666.45,109498.03,83615.53,287786.3,-195443.29
3a4025f3-efe9-43cd-8385-8a5f36dc5d1a,ca4f4903-185d-47c4-9b5b-3f6277057976,OI-2023,Chile,56384.66,94726.22,50355.19,66763.76,24582.83,73516.93,37050.24,4890615.02,4543619.84
063d5345-153a-4897-b6a1-e0eb2cbb1b1d,ca4f4903-185d-47c4-9b5b-3f6277057976,PV-2023,Uva,87647.67,147248.08,76280.72,49520.43,34546.37,116630.62,89114.59,6367495.14,5854154.33
3f722470-398a-4faa-bad6-bb9d865e157a,ca4f4903-185d-47c4-9b5b-3f6277057976,OI-2024,Frijol,57780.12,97070.59,63026.49,53709.34,55405.29,113682.67,40135.62,423166.97,136.95
a24a91ec-7ad2-417d-9269-d1088e92ef69,ca4f4903-185d-47c4-9b5b-3f6277057976,PV-2024,Chile,86652.07,145575.47,100393.68,65777.15,44070.92,100759.77,95303.66,2976852.72,2424972.07
d5ad61f5-9cf8-4529-8309-50a6d26b1fb2,ca4f4903-185d-47c4-9b5b-3f6277057976,OI-2025,Algodón,54005.15,90728.66,87863.42,69385.16,74330.64,134313.3,39756.35,1533777.81,1037400.28
c20495cb-8ca7-45c7-b1a5-5ee50be6c82f,ca4f4903-185d-47c4-9b5b-3f6277057976,PV-2025,Algodón,94746.75,159174.53,62887.64,67758.39,38657.97,104758.35,70836.35,1724462.92,1220389.68
288b17ab-c486-4ab1-ada0-bab1e089084b,325b4dbf-ac2b-4611-8cd5-55fe979b2e67,OI-2021,Frijol,70925.65,119155.09,106120.47,128208.22,51361.87,131570.03,132867.62,475982.94,-193300.36
9121b79c-a40a-4528-a849-1f9665ab2205,325b4dbf-ac2b-4611-8cd5-55fe979b2e67,PV-2021,Frijol,147432.73,247686.99,50796.67,72656.03,80221.62,86257.88,86283.41,445249.98,-178652.62
