id_parcela,id_usuario,id_cultivo_actual,nombre_parcela,geom,area_ha,tipo_suelo,conductividad_electrica,profundidad_raiz_cm,capacidad_campo,punto_marchitez,sistema_riego,activo,created_at
8dd75c08-6935-4e65-9ad3-e3872fb57333,a1774f72-bc2b-4778-a19e-ffa60bb66546,3fae9720-89c2-4356-adb9-cd54f91d3882,Lote Chi-011,"{""type"": ""Polygon"", ""coordinates"": [[[-109.913044, 27.320019], [-109.909079, 27.320019], [-109.909079, 27.3253], [-109.913044, 27.3253], [-109.913044, 27.320019]]]}",22.9143,franco-arcilloso,1.32,71,0.2197,0.0884,gravedad,True,2025-07-14T08:42:03+00:00
4bc49af1-136c-4f88-a323-d6246ea051d9,97a9f5b0-041d-4739-b285-4c44ef5237dd,835d37d0-113b-4f76-a102-005e5bf14054,Lote Uva-012,"{""type"": ""Polygon"", ""coordinates"": [[[-109.885767, 27.37734], [-109.883201, 27.37734], [-109.883201, 27.380758], [-109.885767, 27.380758], [-109.885767, 27.37734]]]}",9.5945,franco-arenoso,1.78,95,0.1804,0.0956,gravedad,True,2024-11-23T04:52:03+00:00
11975aea-1fcd-4e2d-ae3d-29a313100272,c715a03e-8a15-48da-a4a6-54a73357d2fe,b1c20edc-4510-4002-a730-5ad4356dba91,Lote Maí-013,"{""type"": ""Polygon"", ""coordinates"": [[[-109.928873, 27.418267], [-109.925844, 27.418267], [-109.925844, 27.422303], [-109.928873, 27.422303], [-109.928873, 27.418267]]]}",13.3783,franco,2.39,146,0.2743,0.1567,gravedad,True,2025-09-30T08:29:03+00:00
8e0af854-161a-4747-93bd-4ebb2b94ed33,77890133-fd37-4e83-b67d-0a80b3e059ca,b6e29a2a-a7a6-4cfc-b00d-0dbb8304729d,Lote Fri-014,"{""type"": ""Polygon"", ""coordinates"": [[[-109.995858, 27.39754], [-109.992368, 27.39754], [-109.992368, 27.402189], [-109.995858, 27.402189], [-109.995858, 27.39754]]]}",17.7526,franco,2.29,37,0.2841,0.1017,gravedad,True,2024-12-05T11:11:03+00:00
53f14776-275a-40b9-8de5-b27b5e0adc8d,c715a03e-8a15-48da-a4a6-54a73357d2fe,3fae9720-89c2-4356-adb9-cd54f91d3882,Lote Chi-015,"{""type"": ""Polygon"", ""coordinates"": [[[-109.984633, 27.438841], [-109.980994, 27.438841], [-109.980994, 27.443688], [-109.984633, 27.443688], [-109.984633, 27.438841]]]}",19.2987,franco,1.03,56,0.352,0.177,aspersion,True,2025-08-28T11:30:03+00:00
7fe1aeb7-a6db-4eef-9ec2-7b519d1ca0e8,86da88b3-dbc3-4bdf-89ec-0d84cbf360fe,b6e29a2a-a7a6-4cfc-b00d-0dbb8304729d,Lote Fri-016,"{""type"": ""Polygon"", ""coordinates"": [[[-109.889361, 27.367573], [-109.885621, 27.367573], [-109.885621, 27.372554], [-109.889361, 27.372554], [-109.889361, 27.367573]]]}",20.3871,franco-limoso,2.17,109,0.2672,0.1074,aspersion,True,2025-04-09T04:48:03+00:00
771180ae-c504-4a02-9b84-a7f4c89db4f4,774d6b2a-61bc-4796-81e5-b039bdfbd52c,b1c20edc-4510-4002-a730-5ad4356dba91,Lote Maí-017,"{""type"": ""Polygon"", ""coordinates"": [[[-109.866474, 27.438014], [-109.86392, 27.438014], [-109.86392, 27.441416], [-109.866474, 27.441416], [-109.866474, 27.438014]]]}",9.5062,arenoso,2.37,112,0.3239,0.1494,gravedad,True,2025-03-05T03:10:03+00:00
20312ef3-0be2-4016-865f-3a96bc15510f,774d6b2a-61bc-4796-81e5-b039bdfbd52c,835d37d0-113b-4f76-a102-005e5bf14054,Lote Uva-018,"{""type"": ""Polygon"", ""coordinates"": [[[-109.845969, 27.279528], [-109.84351, 27.279528], [-109.84351, 27.282803], [-109.845969, 27.282803], [-109.845969, 27.279528]]]}",8.8113,arenoso,6.7,102,0.301,0.095,goteo,True,2025-10-17T04:29:03+00:00
eaab97a5-81fb-4333-a9a5-d40aa75821f1,86da88b3-dbc3-4bdf-89ec-0d84cbf360fe,b6e29a2a-a7a6-4cfc-b00d-0dbb8304729d,Lote Fri-019,"{""type"": ""Polygon"", ""coordinates"": [[[-109.913337, 27.331899], [-109.909516, 27.331899], [-109.909516, 27.336989], [-109.913337, 27.336989], [-109.913337, 27.331899]]]}",21.2865,franco-limoso,1.19,92,0.2952,0.0673,gravedad,True,2025-06-30T02:46:03+00:00
bb35a022-70e0-4ac1-800a-ab127035358b,509ee27a-8116-4eaa-98a3-9d998dd8278d,3fae9720-89c2-4356-adb9-cd54f91d3882,Lote Chi-020,"{""type"": ""Polygon"", ""coordinates"": [[[-109.986932, 27.359382], [-109.984241, 27.359382], [-109.984241, 27.362968], [-109.986932, 27.362968], [-109.986932, 27.359382]]]}",10.5603,franco,1.71,70,0.3869,0.2024,gravedad,True,2025-10-17T09:15:03+00:00
8d37e9e0-efee-4c3a-9e27-ef1f52101aa1,dbb7ddd7-c750-4d47-90f6-6106783ab3db,b1c20edc-4510-4002-a730-5ad4356dba91,Lote Maí-021,"{""type"": ""Polygon"", ""coordinates"": [[[-109.960831, 27.398973], [-109.958957, 27.398973], [-109.958957, 27.401469], [-109.960831, 27.401469], [-109.960831, 27.398973]]]}",5.1176,arcilloso,1.41,110,0.2598,0.1582,gravedad,True,2024-12-09T23:17:03+00:00
1fc08bdf-c173-4241-a21e-4f4728eb1215,4b54daf2-987b-4059-a1b6-5e2a1983d28c,835d37d0-113b-4f76-a102-005e5bf14054,Lote Uva-022,"{""type"": ""Polygon"", ""coordinates"": [[[-109.971922, 27.434278], [-109.969957, 27.434278], [-109.969957, 27.436895], [-109.971922, 27.436895], [-109.971922, 27.434278]]]}",5.6284,franco,2.5,120,0.2565,0.0864,gravedad,True,2026-01-19T15:51:03+00:00
36f15d6e-4d25-40f3-b122-fdf75c24a3e7,641616f1-6d0a-4fa6-9a0a-29c1bb2d84a6,0f3f1ca9-4c69-43ae-85c5-6d898bb6fe99,Lote Alg-023,"{""type"": ""Polygon"", ""coordinates"": [[[-110.013924, 27.322293], [-110.011814, 27.322293], [-110.011814, 27.325105], [-110.013924, 27.325105], [-110.013924, 27.322293]]]}",6.4926,arcilloso,4.39,96,0.3372,0.2399,microaspersion,True,2025-08-21T21:43:03+00:00
e2e90477-85a7-455c-b284-40068b21097f,77890133-fd37-4e83-b67d-0a80b3e059ca,0f3f1ca9-4c69-43ae-85c5-6d898bb6fe99,Lote Alg-024,"{""type"": ""Polygon"", ""coordinates"": [[[-109.977255, 27.294668], [-109.973868, 27.294668], [-109.973868, 27.299181], [-109.977255, 27.299181], [-109.977255, 27.294668]]]}",16.7272,arcilloso,1.29,122,0.1859,0.0981,aspersion,True,2025-11-30T19:30:03+00:00
2b6901dc-2863-4df0-90fe-3d18dacaed9e,4825ddd9-00a0-4e92-8e03-a51ab3f4bf90,3fae9720-89c2-4356-adb9-cd54f91d3882,Lote Chi-025,"{""type"": ""Polygon"", ""coordinates"": [[[-109.845679, 27.452218], [-109.842669, 27.452218], [-109.842669, 27.456227], [-109.845679, 27.456227], [-109.845679, 27.452218]]]}",13.1978,franco,1.36,100,0.2988,0.2206,gravedad,True,2024-12-10T18:14:03+00:00
0b620e00-7f77-445d-9956-430be1ed2748,c715a03e-8a15-48da-a4a6-54a73357d2fe,b6e29a2a-a7a6-4cfc-b00d-0dbb8304729d,Lote Fri-026,"{""type"": ""Polygon"", ""coordinates"": [[[-110.005351, 27.374115], [-110.001737, 27.374115], [-110.001737, 27.378929], [-110.005351, 27.378929], [-110.005351, 27.374115]]]}",19.0332,franco-arenoso,1.85,113,0.4257,0.0574,gravedad,True,2025-02-06T17:50:03+00:00
dbecd833-7ff4-4846-8f3c-3b260384d73a,97a9f5b0-041d-4739-b285-4c44ef5237dd,b1c20edc-4510-4002-a730-5ad4356dba91,Lote Maí-027,"{""type"": ""Polygon"", ""coordinates"": [[[-109.993388, 27.320929], [-109.9909, 27.320929], [-109.9909, 27.324243], [-109.993388, 27.324243], [-109.993388, 27.320929]]]}",9.0203,arcilloso,1.05,60,0.1775,0.1188,gravedad,True,2025-02-02T14:38:03+00:00
0b2da096-0ecb-4bf6-ac84-73ef1c426da4,3df7dd0d-8656-4a87-9657-e5b6465bf9fd,b6e29a2a-a7a6-4cfc-b00d-0dbb8304729d,Lote Fri-028,"{""type"": ""Polygon"", ""coordinates"": [[[-109.949639, 27.34181], [-109.946613, 27.34181], [-109.946613, 27.345841], [-109.949639, 27.345841], [-109.949639, 27.34181]]]}",13.3407,arcilloso,1.47,82,0.2384,0.1806,aspersion,True,2025-03-25T02:10:03+00:00
72d50679-68dd-402b-bd63-b2628f1a0e85,86da88b3-dbc3-4bdf-89ec-0d84cbf360fe,3fae9720-89c2-4356-adb9-cd54f91d3882,Lote Chi-029,"{""type"": ""Polygon"", ""coordinates"": [[[-109.861466, 27.296363], [-109.85793, 27.296363], [-109.85793, 27.301073], [-109.861466, 27.301073], [-109.861466, 27.296363]]]}",18.2257,franco-arenoso,1.18,98,0.2993,0.0513,gravedad,True,2026-03-15T22:32:03+00:00
5b42b176-533f-4532-b451-d849de55963a,86da88b3-dbc3-4bdf-89ec-0d84cbf360fe,b1c20edc-4510-4002-a730-5ad4356dba91,Lote Maí-030,"{""type"": ""Polygon"", ""coordinates"": [[[-109.941319, 27.349719], [-109.938732, 27.349719], [-109.938732, 27.353166], [-109.941319, 27.353166], [-109.941319, 27.349719]]]}",9.7596,franco-arcilloso,1.93,125,0.3212,0.1111,goteo,True,2025-12-27T23:31:03+00:00
84213f57-d0b1-4502-888a-1315fad8b140,509ee27a-8116-4eaa-98a3-9d998dd8278d,3fae9720-89c2-4356-adb9-cd54f91d3882,Lote Chi-031,"{""type"": ""Polygon"", ""coordinates"": [[[-109.927118, 27.335852], [-109.923776, 27.335852], [-109.923776, 27.340304], [-109.927118, 27.340304], [-109.927118, 27.335852]]]}",16.2819,franco-arenoso,7.86,73,0.382,0.1086,gravedad,True,2025-12-25T20:13:03+00:00
df18e8a3-c48f-4d3f-8e79-a11a309e1f9c,66dc7715-a8ed-48c7-908b-83f76b01312e,3fae9720-89c2-4356-adb9-cd54f91d3882,Lote Chi-032,"{""type"": ""Polygon"", ""coordinates"": [[[-109.882225, 27.435306], [-109.879925, 27.435306], [-109.879925, 27.43837], [-109.882225, 27.43837], [-109.882225, 27.435306]]]}",7.7115,franco-arcilloso,1.02,112,0.2291,0.1671,gravedad,True,2025-08-02T16:51:03+00:00
4d0094a6-0933-44de-9e4b-2b7adaf0a536,d19da600-9b60-4031-9214-2a167ddb3898,0f3f1ca9-4c69-43ae-85c5-6d898bb6fe99,Lote Alg-033,"{""type"": ""Polygon"", ""coordinates"": [[[-109.998555, 27.353529], [-109.996013, 27.353529], [-109.996013, 27.356914], [-109.998555, 27.356914], [-109.998555, 27.353529]]]}",9.4156,franco,6.53,79,0.341,0.1624,microaspersion,True,2026-03-03T00:54:03+00:00
574471ae-d1bc-4521-b3c4-b421e7a0c220,a1774f72-bc2b-4778-a19e-ffa60bb66546,3fae9720-89c2-4356-adb9-cd54f91d3882,Lote Chi-034,"{""type"": ""Polygon"", ""coordinates"": [[[-109.922468, 27.304762], [-109.919942, 27.304762], [-109.919942, 27.308126], [-109.922468, 27.308126], [-109.922468, 27.304762]]]}",9.2988,arenoso,1.62,85,0.2155,0.0759,gravedad,True,2026-01-16T07:21:03+00:00
ac602a78-243d-432b-a1a1-be778eeb67d7,d19da600-9b60-4031-9214-2a167ddb3898,b1c20edc-4510-4002-a730-5ad4356dba91,Lote Maí-035,"{""type"": ""Polygon"", ""coordinates"": [[[-109.964086, 27.440751], [-109.962162, 27.440751], [-109.962162, 27.443314], [-109.964086, 27.443314], [-109.964086, 27.440751]]]}",5.398,arenoso,2.54,125,0.3371,0.1521,gravedad,True,2025-06-14T03:58:03+00:00
e09b8211-34e7-403b-bbec-9f09bd9ff890,97a9f5b0-041d-4739-b285-4c44ef5237dd,0f3f1ca9-4c69-43ae-85c5-6d898bb6fe99,Lote Alg-036,"{""type"": ""Polygon"", ""coordinates"": [[[-109.844739, 27.308454], [-109.841363, 27.308454], [-109.841363, 27.312952], [-109.844739, 27.312952], [-109.844739, 27.308454]]]}",16.6137,arcilloso,6.1,35,0.2447,0.1416,aspersion,True,2025-02-21T18:54:03+00:00
708876d7-8bb5-49d0-b979-c85cc6c5e2b1,a1774f72-bc2b-4778-a19e-ffa60bb66546,b1c20edc-4510-4002-a730-5ad4356dba91,Lote Maí-037,"{""type"": ""Polygon"", ""coordinates"": [[[-109.960777, 27.441086], [-109.958324, 27.441086], [-109.958324, 27.444354], [-109.960777, 27.444354], [-109.960777, 27.441086]]]}",8.7699,franco-limoso,1.1,61,0.3015,0.109,gravedad,True,2026-04-12T01:35:03+00:00
bcb2fc36-de4b-4e1d-bee5-0eadbf5913f9,77890133-fd37-4e83-b67d-0a80b3e059ca,835d37d0-113b-4f76-a102-005e5bf14054,Lote Uva-038,"{""type"": ""Polygon"", ""coordinates"": [[[-109.879586, 27.410232], [-109.876705, 27.410232], [-109.876705, 27.41407], [-109.879586, 27.41407], [-109.879586, 27.410232]]]}",12.1006,franco-arenoso,1.75,122,0.3177,0.1133,microaspersion,True,2026-01-14T14:56:03+00:00
5374f8cc-a791-41ed-8bd8-7bf2489fe200,bec519f0-27d3-40aa-8702-3f9daf62b70e,835d37d0-113b-4f76-a102-005e5bf14054,Lote Uva-039,"{""type"": ""Polygon"", ""coordinates"": [[[-109.843878, 27.275172], [-109.840509, 27.275172], [-109.840509, 27.27966], [-109.843878, 27.27966], [-109.843878, 27.275172]]]}",16.5447,franco-arcilloso,3.35,78,0.2476,0.0432,gravedad,True,2025-12-08T17:55:03+00:00
41ed1b06-1867-4659-bea8-b866163d48b1,4825ddd9-00a0-4e92-8e03-a51ab3f4bf90,b1c20edc-4510-4002-a730-5ad4356dba91,Lote Maí-040,"{""type"": ""Polygon"", ""coordinates"": [[[-109.908854, 27.3022], [-109.905524, 27.3022], [-109.905524, 27.306637], [-109.908854, 27.306637], [-109.908854, 27.3022]]]}",16.1709,franco,2.7,98,0.2552,0.1257,microaspersion,True,2025-10-08T12:03:03+00:00
4b339871-4fca-449d-98bd-84685db111bc,774d6b2a-61bc-4796-81e5-b039bdfbd52c,835d37d0-113b-4f76-a102-005e5bf14054,Lote Uva-041,"{""type"": ""Polygon"", ""coordinates"": [[[-109.904, 27.357611], [-109.900417, 27.357611], [-109.900417, 27.362385], [-109.904, 27.362385], [-109.904, 27.357611]]]}",18.7167,franco-limoso,1.62,136,0.2648,0.0843,gravedad,True,2025-06-19T12:25:03+00:00
719dd666-3ab9-43f9-b273-9404281dcdf3,97a9f5b0-041d-4739-b285-4c44ef5237dd,b6e29a2a-a7a6-4cfc-b00d-0dbb8304729d,Lote Fri-042,"{""type"": ""Polygon"", ""coordinates"": [[[-109.900331, 27.307053], [-109.897555, 27.307053], [-109.897555, 27.310752], [-109.900331, 27.310752], [-109.900331, 27.307053]]]}",11.2359,arenoso,1.88,146,0.3264,0.1662,gravedad,True,2025-02-06T03:56:03+00:00
4f4516bb-0eab-4eac-84d9-da5e113b8512,bec519f0-27d3-40aa-8702-3f9daf62b70e,3fae9720-89c2-4356-adb9-cd54f91d3882,Lote Chi-043,"{""type"": ""Polygon"", ""coordinates"": [[[-109.84372, 27.410272], [-109.841229, 27.410272], [-109.841229, 27.41359], [-109.84372, 27.41359], [-109.84372, 27.410272]]]}",9.0442,franco,1.76,87,0.4442,0.1486,goteo,True,2025-07-26T23:04:03+00:00
23684d78-b19c-4460-b442-1f259112b2de,d19da600-9b60-4031-9214-2a167ddb3898,3fae9720-89c2-4356-adb9-cd54f91d3882,Lote Chi-044,"{""type"": ""Polygon"", ""coordinates"": [[[-109.889465, 27.34108], [-109.886671, 27.34108], [-109.886671, 27.344801], [-109.889465, 27.344801], [-109.889465, 27.34108]]]}",11.3777,franco,1.73,148,0.253,0.1329,gravedad,True,2025-10-03T23:39:03+00:00
f8519eec-b857-4faf-96f4-3f07477339cb,509ee27a-8116-4eaa-98a3-9d998dd8278d,0f3f1ca9-4c69-43ae-85c5-6d898bb6fe99,Lote Alg-045,"{""type"": ""Polygon"", ""coordinates"": [[[-109.946554, 27.438906], [-109.944498, 27.438906], [-109.944498, 27.441645], [-109.946554, 27.441645], [-109.946554, 27.438906]]]}",6.1638,franco-arcilloso,2.37,94,0.3292,0.0535,gravedad,True,2025-05-24T10:58:03+00:00
73ec67e9-2d0d-479d-9858-abe2341544c1,4b54daf2-987b-4059-a1b6-5e2a1983d28c,0f3f1ca9-4c69-43ae-85c5-6d898bb6fe99,Lote Alg-046,"{""type"": ""Polygon"", ""coordinates"": [[[-110.006129, 27.297461], [-110.00285, 27.297461], [-110.00285, 27.301829], [-110.006129, 27.301829], [-110.006129, 27.297461]]]}",15.6736,franco-arcilloso,1.44,54,0.2932,0.1205,goteo,True,2025-05-13T09:43:03+00:00
414fd37d-37c0-4b39-993e-bb5a8b045983,dbb7ddd7-c750-4d47-90f6-6106783ab3db,b1c20edc-4510-4002-a730-5ad4356dba91,Lote Maí-047,"{""type"": ""Polygon"", ""coordinates"": [[[-109.986454, 27.334366], [-109.984334, 27.334366], [-109.984334, 27.337191], [-109.986454, 27.337191], [-109.986454, 27.334366]]]}",6.5535,arcilloso,2.76,65,0.4278,0.1313,aspersion,True,2025-03-14T09:08:03+00:00
71f0c5b7-f2df-4df3-a9aa-ba4a6c0333ea,c715a03e-8a15-48da-a4a6-54a73357d2fe,835d37d0-113b-4f76-a102-005e5bf14054,Lote Uva-048,"{""type"": ""Polygon"", ""coordinates"": [[[-109.972737, 27.298601], [-109.970208, 27.298601], [-109.970208, 27.30197], [-109.972737, 27.30197], [-109.972737, 27.298601]]]}",9.3211,franco-arenoso,3.88,52,0.4134,0.0848,gravedad,True,2026-02-23T20:42:03+00:00
90ef94c9-b6d4-4971-a5d5-adb12732ced8,c715a03e-8a15-48da-a4a6-54a73357d2fe,3fae9720-89c2-4356-adb9-cd54f91d3882,Lote Chi-049,"{""type"": ""Polygon"", ""coordinates"": [[[-109.92564, 27.310504], [-109.921212, 27.310504], [-109.921212, 27.316404], [-109.92564, 27.316404], [-109.92564, 27.310504]]]}",28.5842,franco-limoso,2.26,75,0.327,0.156,microaspersion,True,2025-04-25T13:46:03+00:00
9cf09513-1f3f-4105-afa9-7c5b2e337f45,3df7dd0d-8656-4a87-9657-e5b6465bf9fd,b6e29a2a-a7a6-4cfc-b00d-0dbb8304729d,Lote Fri-050,"{""type"": ""Polygon"", ""coordinates"": [[[-109.964585, 27.387889], [-109.962038, 27.387889], [-109.962038, 27.391283], [-109.964585, 27.391283], [-109.964585, 27.387889]]]}",9.4584,franco-arenoso,2.56,124,0.2105,0.1489,gravedad,True,2024-11-27T16:41:03+00:00
8d3c5171-2c80-451b-b387-4557841fc06c,97a9f5b0-041d-4739-b285-4c44ef5237dd,b1c20edc-4510-4002-a730-5ad4356dba91,Lote Maí-051,"{""type"": ""Polygon"", ""coordinates"": [[[-109.865316, 27.346566], [-109.861645, 27.346566], [-109.861645, 27.351456], [-109.865316, 27.351456], [-109.865316, 27.346566]]]}",19.6407,arenoso,2.12,163,0.377,0.1238,gravedad,True,2025-06-13T22:26:03+00:00
8fd3f47d-3254-4408-a5b0-10664476d9d4,a1774f72-bc2b-4778-a19e-ffa60bb66546,3fae9720-89c2-4356-adb9-cd54f91d3882,Lote Chi-052,"{""type"": ""Polygon"", ""coordinates"": [[[-109.924032, 27.3336], [-109.921931, 27.3336], [-109.921931, 27.336398], [-109.924032, 27.336398], [-109.924032, 27.3336]]]}",6.4315,franco-arenoso,2.05,31,0.2078,0.1229,gravedad,True,2025-08-17T08:02:03+00:00
d2251f14-05cb-4a11-9a43-087ac9a45584,a1774f72-bc2b-4778-a19e-ffa60bb66546,b6e29a2a-a7a6-4cfc-b00d-0dbb8304729d,Lote Fri-053,"{""type"": ""Polygon"", ""coordinates"": [[[-109.856042, 27.439497], [-109.853363, 27.439497], [-109.853363, 27.443065], [-109.856042, 27.443065], [-109.856042, 27.439497]]]}",10.4611,franco-arcilloso,1.3,107,0.2735,0.0547,microaspersion,True,2025-02-08T02:38:03+00:00
39c46048-03d3-49a2-b1cf-5857f4a994ba,2a1c9933-05eb-47d2-9471-3889598f0772,835d37d0-113b-4f76-a102-005e5bf14054,Lote Uva-054,"{""type"": ""Polygon"", ""coordinates"": [[[-109.935535, 27.412875], [-109.933446, 27.412875], [-109.933446, 27.415658], [-109.935535, 27.415658], [-109.935535, 27.412875]]]}",6.3614,franco-limoso,2.5,46,0.3428,0.1536,gravedad,True,2025-09-04T12:44:03+00:00
346f404d-ae1e-4d9f-9b85-527337dd0e9b,86da88b3-dbc3-4bdf-89ec-0d84cbf360fe,b6e29a2a-a7a6-4cfc-b00d-0dbb8304729d,Lote Fri-055,"{""type"": ""Polygon"", ""coordinates"": [[[-109.916808, 27.321699], [-109.914246, 27.321699], [-109.914246, 27.325112], [-109.916808, 27.325112], [-109.916808, 27.321699]]]}",9.5679,franco,1.93,110,0.2229,0.0742,gravedad,True,2025-09-29T11:34:03+00:00
5204630a-2183-4700-a82d-29970e4ce006,bec519f0-27d3-40aa-8702-3f9daf62b70e,3fae9720-89c2-4356-adb9-cd54f91d3882,Lote Chi-056,"{""type"": ""Polygon"", ""coordinates"": [[[-110.021548, 27.304656], [-110.017749, 27.304656], [-110.017749, 27.309716], [-110.021548, 27.309716], [-110.021548, 27.304656]]]}",21.0368,arcilloso,7.68,84,0.3469,0.1575,aspersion,True,2025-11-08T23:32:03+00:00
0dedce00-440c-4056-9c53-737cbeff6dd1,eef355b8-2cc5-4979-8c38-150728a4e340,b1c20edc-4510-4002-a730-5ad4356dba91,Lote Maí-057,"{""type"": ""Polygon"", ""coordinates"": [[[-110.001832, 27.414171], [-109.998515, 27.414171], [-109.998515, 27.41859], [-110.001832, 27.41859], [-110.001832, 27.414171]]]}",16.0406,arcilloso,5.53,129,0.311,0.1317,microaspersion,True,2025-10-10T21:11:03+00:00
ae8a9a32-53d2-4954-9f13-750bbde63be5,c715a03e-8a15-48da-a4a6-54a73357d2fe,b1c20edc-4510-4002-a730-5ad4356dba91,Lote Maí-058,"{""type"": ""Polygon"", ""coordinates"": [[[-109.911013, 27.351035], [-109.907906, 27.351035], [-109.907906, 27.355173], [-109.911013, 27.355173], [-109.911013, 27.351035]]]}",14.0655,arenoso,2.61,64,0.3453,0.1713,microaspersion,True,2024-12-21T12:18:03+00:00
