id_riego,id_parcela,ciclo_agricola,id_recomendacion,fecha_riego,volumen_m3_ha,lamina_mm,duracion_horas,metodo_riego,origen_decision,costo_energia_mxn,ciclo_vol_target_m3_ha,observaciones,created_at
0bf91395-4083-4ac9-aa88-79782a284d37,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2021,885489c4-ff1f-45b5-8fa9-9b31e3de6a98,2021-06-10,205.42,20.54,3.63,gravedad,voz,7006.02,7183.77,,2021-06-10T15:32:00+00:00
27388b9a-ada1-4314-a484-033962831dab,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2021,ee6675a7-8fcd-4d82-87d2-9ce93107551b,2021-06-26,1063.39,106.34,24.0,gravedad,sistema,37023.26,7183.77,,2021-06-26T05:53:00+00:00
fb460748-7846-42ed-b875-fc3d460febcf,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2021,,2021-06-29,383.43,38.34,6.04,gravedad,voz,13497.62,7183.77,,2021-06-29T07:30:00+00:00
2a7f855c-27d4-4cd1-a197-43cddf70c10c,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2021,,2021-08-15,1005.9,100.59,15.22,gravedad,voz,30670.34,7183.77,,2021-08-15T07:21:00+00:00
7a8593c3-e86c-424f-b952-799f3343d16d,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2021,d113d8b4-422d-4664-a194-8960f929cb17,2021-08-27,501.63,50.16,8.5,gravedad,voz,14127.99,7183.77,,2021-08-27T18:27:00+00:00
f15ecb15-367b-40da-be0d-d5f7c62d0dee,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2021,0cdb65d4-0256-4f98-b92b-157a1149a939,2021-09-12,126.79,12.68,2.65,gravedad,sistema,3556.21,7183.77,,2021-09-12T18:50:00+00:00
5b09cc49-792b-42b2-9f63-5fe47402da6d,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2022,9243a4b3-4178-43b8-a25b-7af9f2e6d2d7,2021-10-26,1119.09,111.91,17.93,gravedad,voz,30881.04,8550.52,,2021-10-26T07:35:00+00:00
6b360bc5-652e-4bd1-a97d-6f625942837e,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2022,34798708-41b3-4407-87ec-4adf81e44bcd,2021-10-29,535.28,53.53,12.47,gravedad,manual,16580.52,8550.52,,2021-10-29T13:27:00+00:00
dec5d302-8341-4fc8-afb1-926314f40b14,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2022,c4656337-3fc8-4085-8a31-0b255a1c9a6e,2021-11-17,607.24,60.72,10.79,gravedad,manual,17722.13,8550.52,,2021-11-17T15:35:00+00:00
e7af87be-5baf-46a0-8838-19b8baa50987,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2022,1049d011-8e4e-41b7-bf57-cb06ca738a64,2021-11-27,3278.15,327.82,24.0,gravedad,voz,108406.53,8550.52,,2021-11-27T16:44:00+00:00
6cfcfbca-b16a-4de8-8b78-d3fbb3305f87,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2022,1049d011-8e4e-41b7-bf57-cb06ca738a64,2021-12-03,1066.53,106.65,17.35,gravedad,manual,38250.56,8550.52,,2021-12-03T18:25:00+00:00
1da325f7-dfd8-4295-95b4-504560a71cfb,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2022,b0dfa384-c9ab-4843-a390-78e0c080bf36,2021-12-11,746.37,74.64,18.2,gravedad,sistema,21017.95,8550.52,,2021-12-11T12:09:00+00:00
f5360962-2318-4d45-a7d5-a7f6af49dbee,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2022,,2021-12-26,801.87,80.19,13.38,gravedad,manual,24997.76,8550.52,,2021-12-26T15:07:00+00:00
08b350be-db2f-414d-bcca-fcd4e5ca2e41,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2022,,2022-01-11,395.99,39.6,7.99,gravedad,manual,13931.07,8550.52,,2022-01-11T19:26:00+00:00
10c5a6b0-a6c4-41e9-ba99-f2c1785e7bd5,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2022,781de286-bf4a-463f-ba65-f4184a066081,2022-04-03,190.48,19.05,4.12,gravedad,manual,5287.69,10414.49,,2022-04-03T14:45:00+00:00
d6dd024a-7f0f-4c9e-b939-5e4445f0f638,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2022,,2022-04-10,117.34,11.73,1.99,gravedad,sistema,3954.88,10414.49,,2022-04-10T06:39:00+00:00
285a89af-484c-4dcd-85bb-7f4f9ddc7915,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2022,8198862c-e05c-4aac-8cff-d64a1b520afa,2022-05-27,1631.25,163.12,23.73,gravedad,voz,49751.87,10414.49,,2022-05-27T17:35:00+00:00
0ba8b4f4-4349-4952-b3a0-b29c77df4c0c,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2022,,2022-06-16,1381.77,138.18,24.0,gravedad,voz,49391.03,10414.49,,2022-06-16T10:20:00+00:00
af0f3faf-0fbe-483c-beac-acc00d0080eb,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2022,6b6abf37-6f48-4a9c-a523-8ce6c187af82,2022-06-18,1381.19,138.12,24.0,gravedad,voz,45640.06,10414.49,,2022-06-18T09:40:00+00:00
d12449c9-62d3-4911-ad4d-3ec5c78731f5,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2022,ea605b4f-4ed0-4272-8eed-f5ad127aabd9,2022-07-18,1881.6,188.16,24.0,gravedad,voz,65360.53,10414.49,,2022-07-18T11:05:00+00:00
c8347811-73fd-42c0-a903-8dfa08da9283,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2022,,2022-08-23,385.75,38.57,6.06,gravedad,sistema,14073.94,10414.49,,2022-08-23T12:26:00+00:00
549795c7-53fd-4436-b106-5f1228cd38d7,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2022,ca39f480-92e0-47e6-bc10-aa48161d95f5,2022-09-02,1670.91,167.09,24.0,gravedad,manual,49624.64,10414.49,,2022-09-02T14:53:00+00:00
eeb69740-d1fe-4860-8f80-8b51966d36cb,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2022,03cc2fd1-b854-4fb8-a771-f290099fe213,2022-09-10,286.84,28.68,6.38,gravedad,manual,8950.64,10414.49,,2022-09-10T08:32:00+00:00
47f6809c-3ede-4aa5-bfdf-5fa44cf1ca2d,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2022,bfc7cee7-80f9-47bf-8b88-ea1797c582b7,2022-09-14,991.39,99.14,24.0,gravedad,sistema,32881.38,10414.49,,2022-09-14T13:44:00+00:00
d7de7ea1-52a1-49e3-ad1b-1792b1567fed,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2022,885489c4-ff1f-45b5-8fa9-9b31e3de6a98,2022-09-14,495.98,49.6,10.48,gravedad,sistema,14990.61,10414.49,,2022-09-14T09:37:00+00:00
58f79739-f01c-4a37-b043-25071658fcce,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2023,9b44730d-bb46-475b-bbfe-ad0e9350fdb9,2022-10-19,780.82,78.08,15.59,gravedad,manual,26914.15,10926.79,,2022-10-19T10:13:00+00:00
b79b1e31-aee4-4f22-a5c4-a79a0b93f038,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2023,,2022-10-19,914.81,91.48,22.54,gravedad,sistema,29864.62,10926.79,,2022-10-19T12:10:00+00:00
cf1ec3ed-4d44-43a8-a2ec-38933ee4c37e,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2023,,2022-11-21,808.23,80.82,18.85,gravedad,sistema,27683.24,10926.79,,2022-11-21T17:31:00+00:00
40795c56-8631-4e78-9cc4-c23db43bad25,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2023,c6534a2b-b135-4178-984f-20f87bd4b928,2022-12-02,222.16,22.22,4.48,gravedad,sistema,7658.42,10926.79,,2022-12-02T18:52:00+00:00
49d9b675-ec5f-48c2-aee6-09cf06b8ac1c,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2023,0610f3b8-f04c-4431-9dbb-bdac52378964,2022-12-05,920.11,92.01,16.5,gravedad,sistema,30355.62,10926.79,,2022-12-05T11:47:00+00:00
7b6a380a-a95b-4d0f-a707-32bad3d8ddb0,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2023,737235dd-f258-413e-b899-1ed9da9513fd,2022-12-17,1702.46,170.25,24.0,gravedad,sistema,47416.09,10926.79,,2022-12-17T14:19:00+00:00
07320331-c36d-4c4b-9944-4e24cd7813c5,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2023,,2023-01-05,1376.48,137.65,21.6,gravedad,sistema,38688.13,10926.79,,2023-01-05T14:40:00+00:00
3758a065-f420-49d9-8231-9f170fba3a11,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2023,,2023-02-02,982.16,98.22,24.0,gravedad,manual,28720.09,10926.79,,2023-02-02T07:14:00+00:00
80aff346-1021-4c14-84b5-cef8b6e5854a,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2023,,2023-02-10,994.32,99.43,22.96,gravedad,sistema,26843.47,10926.79,,2023-02-10T10:18:00+00:00
9668ddad-eea7-43b9-ae5e-6f08e7425fb2,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2023,,2023-03-05,1549.92,154.99,24.0,gravedad,voz,42891.97,10926.79,,2023-03-05T18:09:00+00:00
5704ad07-83e0-41dd-91a4-59f5ba4f482d,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2023,,2023-03-13,340.45,34.04,8.06,gravedad,manual,11819.58,10926.79,,2023-03-13T06:52:00+00:00
b23392fc-d13d-4223-921a-43564439aba3,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2023,,2023-03-14,334.85,33.49,8.04,gravedad,sistema,9631.05,10926.79,,2023-03-14T17:53:00+00:00
4c1764b7-636e-4c4f-bb45-78b2c6803816,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2023,5dfa7809-4698-4f50-8246-92a85006db45,2023-04-03,589.03,58.9,8.67,gravedad,sistema,16167.53,6829.42,,2023-04-03T09:33:00+00:00
7fbd307d-7624-41e2-a3c5-518943abe550,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2023,e40eb959-eee9-4fb8-93a5-da9bb58c692b,2023-04-12,648.6,64.86,10.75,gravedad,sistema,21648.65,6829.42,,2023-04-12T09:23:00+00:00
31e09268-597b-4e5b-9e81-2f3252bbd5d6,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2023,f067db1b-8b71-414c-ae5e-1b3bee287837,2023-05-04,229.7,22.97,3.33,gravedad,sistema,7789.03,6829.42,,2023-05-04T19:23:00+00:00
ce9bc078-645d-46d9-8e8e-47f404ad4140,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2023,885489c4-ff1f-45b5-8fa9-9b31e3de6a98,2023-05-13,193.26,19.33,4.37,gravedad,manual,5876.4,6829.42,,2023-05-13T06:26:00+00:00
cdf83241-aaa2-4600-852e-9cd2ab6677eb,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2023,e4572594-0e4c-4f67-a0d6-fce0adaeb8d9,2023-05-16,441.96,44.2,6.68,gravedad,sistema,14124.0,6829.42,,2023-05-16T13:01:00+00:00
c2144ecd-800c-44ca-8e22-ef8897456ec1,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2023,a5f6d749-b9b2-4f24-aca3-b20b0a2b7987,2023-05-20,247.78,24.78,3.64,gravedad,voz,6904.06,6829.42,,2023-05-20T12:41:00+00:00
6acd5984-d875-4817-97e4-1e29f085e313,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2023,,2023-06-08,202.18,20.22,4.85,gravedad,sistema,5794.96,6829.42,,2023-06-08T13:36:00+00:00
a4480b18-fbb5-478b-8273-9b8c7a941a11,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2023,,2023-06-19,791.28,79.13,19.74,gravedad,manual,22135.33,6829.42,,2023-06-19T10:09:00+00:00
37146a85-2074-4d02-8aa7-2f9cdf271ec5,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2023,,2023-07-07,207.4,20.74,5.27,gravedad,sistema,6761.2,6829.42,,2023-07-07T16:30:00+00:00
2ba06450-d002-42ac-a108-df39c8a23401,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2023,4d29ee53-45a4-474e-8d35-b715ee18601e,2023-07-08,511.03,51.1,10.11,gravedad,manual,14655.41,6829.42,,2023-07-08T08:56:00+00:00
eb24ba4a-c97c-4304-af06-5987c3b0e479,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2023,,2023-07-22,573.42,57.34,8.17,gravedad,manual,20854.09,6829.42,,2023-07-22T10:46:00+00:00
673aeb48-1d41-4274-843e-99f8a771a771,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2023,4b412e31-1589-4365-b1e2-bef8dccb8999,2023-08-14,905.21,90.52,15.13,gravedad,manual,26213.9,6829.42,,2023-08-14T15:05:00+00:00
e1967cb6-49c3-4359-bd62-814c2ae20c80,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2023,,2023-08-20,861.06,86.11,15.1,gravedad,sistema,25909.44,6829.42,,2023-08-20T11:49:00+00:00
f6e29c16-f57e-4f5c-aa59-7265c486357b,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2023,,2023-08-22,427.52,42.75,8.04,gravedad,sistema,13619.77,6829.42,,2023-08-22T08:19:00+00:00
a487f377-12f6-4ae9-ba5b-4356c42c26a3,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2024,,2023-10-16,1102.56,110.26,22.92,gravedad,sistema,36784.9,11496.37,,2023-10-16T13:12:00+00:00
bd1a258c-c0fa-4d14-84ed-e657e9dff3d5,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2024,,2023-10-27,549.4,54.94,8.83,gravedad,manual,16604.25,11496.37,,2023-10-27T17:48:00+00:00
eb6416a8-c4cf-4e6a-b16d-daa983910be3,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2024,e204bd74-2fde-4b5e-8ab0-eacad5c8b023,2023-11-01,3013.97,301.4,24.0,gravedad,manual,94938.18,11496.37,,2023-11-01T19:35:00+00:00
21c0fc35-9897-4ce0-99d4-2a594f668e89,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2024,,2023-11-29,472.99,47.3,7.19,gravedad,sistema,12846.8,11496.37,,2023-11-29T08:55:00+00:00
0db4483c-2d37-4278-bc20-25ca7c6a34b8,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2024,182a8255-72ec-4289-a7f3-d3e515d29d24,2024-01-08,1085.0,108.5,24.0,gravedad,voz,31302.49,11496.37,,2024-01-08T08:06:00+00:00
9a0dbbb2-ce89-4476-8c73-0b29f52a3197,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2024,,2024-01-19,261.36,26.14,5.88,gravedad,voz,7919.01,11496.37,,2024-01-19T15:46:00+00:00
3ec05737-cc2f-49c9-9ab6-223db4772659,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2024,6a115cba-5bf4-4180-baf0-77d5d2c8b6a9,2024-01-27,807.55,80.75,13.08,gravedad,sistema,23222.67,11496.37,,2024-01-27T05:53:00+00:00
e2061195-e826-4bf9-aa74-02ad0768e092,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2024,,2024-02-06,691.22,69.12,14.06,gravedad,voz,24749.41,11496.37,,2024-02-06T12:55:00+00:00
fddb5010-c549-477f-9acf-9973e2b92c81,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2024,,2024-02-09,2718.69,271.87,24.0,gravedad,sistema,86694.71,11496.37,,2024-02-09T10:11:00+00:00
3700a15a-431d-48db-b009-e6dcefa3bc27,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2024,00ace834-ae8e-4b7b-a935-c87b2e366a7b,2024-02-28,793.63,79.36,13.58,gravedad,voz,28250.69,11496.37,,2024-02-28T10:07:00+00:00
2ff18ab5-5d41-4378-a4fe-7469fe5fcd34,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2024,4060874a-569d-41fa-bea9-6d53d2f423fd,2024-04-02,2077.26,207.73,24.0,gravedad,sistema,70196.69,9964.62,,2024-04-02T05:36:00+00:00
9326aae8-7b9d-4258-b502-1d51dae0394d,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2024,7b9b0df8-2f94-4c74-90bc-ac6720bf0ce6,2024-04-21,481.54,48.15,11.58,gravedad,voz,14846.67,9964.62,,2024-04-21T08:48:00+00:00
63e373d4-6ebf-4105-afc8-67d380a33498,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2024,,2024-05-28,699.84,69.98,11.37,gravedad,voz,22144.29,9964.62,,2024-05-28T08:33:00+00:00
42dbe3d0-1aa3-4778-882e-4f971514f43b,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2024,2c2aa9d1-9a87-46c2-9585-be33789b3f6e,2024-06-05,1347.19,134.72,24.0,gravedad,manual,42705.81,9964.62,,2024-06-05T17:52:00+00:00
2d5a01b0-d1ce-44d4-b28e-d1622205ebae,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2024,,2024-06-08,1689.64,168.96,24.0,gravedad,sistema,45985.39,9964.62,,2024-06-08T15:28:00+00:00
572ed387-a071-4ccd-be30-8ec95e0396d6,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2024,,2024-06-20,905.91,90.59,17.66,gravedad,manual,27745.79,9964.62,,2024-06-20T14:24:00+00:00
be9ee586-acb6-4274-8cc8-6a4d8759f720,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2024,5b464bf8-a819-4307-90bc-08d73c439803,2024-07-01,1077.15,107.72,19.34,gravedad,sistema,37276.55,9964.62,,2024-07-01T19:21:00+00:00
dab6384c-509f-4b35-b7bc-0d6bbf22fb6c,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2024,045a9417-f920-4adb-a427-5e9626638e16,2024-08-19,1686.1,168.61,24.0,gravedad,sistema,54092.8,9964.62,,2024-08-19T11:09:00+00:00
72304c47-6911-4a97-ab82-b40a9f92f356,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2025,,2024-10-22,878.16,87.82,17.39,gravedad,sistema,30087.23,8040.13,,2024-10-22T17:24:00+00:00
0442cdd4-09ca-43f9-942f-512ce55f218f,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2025,91212be1-d0e4-473d-aee0-b4c3cf7d5952,2024-10-31,1022.79,102.28,24.0,gravedad,voz,28569.92,8040.13,,2024-10-31T11:35:00+00:00
218b0694-357d-44ff-a788-252635da539d,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2025,00ace834-ae8e-4b7b-a935-c87b2e366a7b,2024-11-15,917.25,91.73,13.34,gravedad,manual,32627.12,8040.13,,2024-11-15T17:21:00+00:00
762ebf38-a29b-4f54-a8c5-437abc0da5ad,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2025,6a115cba-5bf4-4180-baf0-77d5d2c8b6a9,2024-11-23,1259.88,125.99,24.0,gravedad,sistema,42953.99,8040.13,,2024-11-23T17:14:00+00:00
fedb548a-6dac-4303-b9b7-0342e977b7e9,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2025,,2024-12-24,670.31,67.03,17.16,gravedad,sistema,21234.15,8040.13,,2024-12-24T05:48:00+00:00
4dec9538-56a0-4a67-84b4-d78cebd0813d,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2025,,2025-01-15,225.38,22.54,3.65,gravedad,voz,7529.87,8040.13,,2025-01-15T14:45:00+00:00
ae3d51c2-a053-4bab-86a0-3e3528dda1ba,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2025,6b170ef3-4fb3-4d0d-b758-d979123d0dc1,2025-01-23,952.55,95.26,22.82,gravedad,manual,27479.34,8040.13,,2025-01-23T18:45:00+00:00
de0f31e1-f87c-4fc0-a445-fee3210a0582,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2025,,2025-02-07,635.85,63.59,9.58,gravedad,sistema,21306.39,8040.13,,2025-02-07T19:13:00+00:00
ecc8ab38-d06c-4eef-bd99-fcbeab8811ff,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2025,,2025-02-11,1374.28,137.43,24.0,gravedad,sistema,45617.25,8040.13,,2025-02-11T07:27:00+00:00
ba0e7c5a-c11b-4c49-8601-c724410420de,63b4f127-a33b-462d-94a1-1b5da940952d,OI-2025,,2025-02-23,103.68,10.37,1.78,gravedad,sistema,3622.02,8040.13,,2025-02-23T14:42:00+00:00
d3daa254-86ba-4b69-b21e-3bd75c707652,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2025,2972e587-98b1-4bc2-a999-d1e2bcdb2dba,2025-05-03,261.64,26.16,3.8,gravedad,manual,8666.77,8822.11,,2025-05-03T13:49:00+00:00
8de50b32-e652-41e9-b4bf-229d157da4a7,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2025,,2025-05-04,1460.86,146.09,24.0,gravedad,manual,39537.42,8822.11,,2025-05-04T12:06:00+00:00
80b24efb-dac6-4850-a2eb-a7b6bf3c6e0e,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2025,05ccbb69-82f4-4350-9c7b-31023552e20f,2025-06-05,424.99,42.5,8.41,gravedad,sistema,14031.6,8822.11,,2025-06-05T19:01:00+00:00
9ed5a810-17ba-42de-a028-9cd7aa538ede,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2025,f738c05a-0024-4a44-9c7f-20ce40c9acb3,2025-07-01,194.82,19.48,4.53,gravedad,sistema,5407.28,8822.11,,2025-07-01T16:15:00+00:00
1a8fbbbf-27a9-4b2b-9033-83614a37fafc,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2025,,2025-07-03,272.93,27.29,3.92,gravedad,sistema,8769.65,8822.11,,2025-07-03T16:23:00+00:00
b731e348-a98b-49bc-b9a0-1d1369798abd,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2025,e6602cea-f69f-4b21-8a0b-b09d46f594fe,2025-07-18,1201.92,120.19,18.25,gravedad,sistema,33551.21,8822.11,,2025-07-18T08:34:00+00:00
b5cfe89b-509a-4e5a-af95-c284cd18a5a8,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2025,,2025-08-07,1152.0,115.2,18.62,gravedad,sistema,34411.35,8822.11,,2025-08-07T13:52:00+00:00
0b784241-757b-4f14-af00-65fb58c198eb,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2025,,2025-08-09,1352.85,135.28,24.0,gravedad,sistema,37706.81,8822.11,,2025-08-09T08:17:00+00:00
c046c294-b5f5-4f36-9cd9-3bba0bf0b499,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2025,,2025-08-24,938.76,93.88,17.38,gravedad,voz,31153.92,8822.11,,2025-08-24T07:11:00+00:00
94688bc9-e516-4c17-9425-6d6f627075d5,63b4f127-a33b-462d-94a1-1b5da940952d,PV-2025,3f9ac43a-01db-42d4-8498-a1ae23f335ba,2025-09-13,1561.35,156.14,24.0,gravedad,sistema,42625.02,8822.11,,2025-09-13T10:07:00+00:00
