id_parcela,ciclo_agricola,tipo_anomalia,descripcion
0b2da096-0ecb-4bf6-ac84-73ef1c426da4,OI-2025,SOBRE_RIEGO,1 evento(s) con vol x2.95
20312ef3-0be2-4016-865f-3a96bc15510f,PV-2022,SOBRE_RIEGO,1 evento(s) con vol x3.44
39c46048-03d3-49a2-b1cf-5857f4a994ba,PV-2025,SOBRE_RIEGO,2 evento(s) con vol x3.41
b1da7fe5-e177-4f94-81e5-3dad69d2c13d,PV-2021,SOBRE_RIEGO,2 evento(s) con vol x3.17
110e99d5-e49b-4fdc-9245-75e5e3cdda0a,OI-2021,SOBRE_RIEGO,1 evento(s) con vol x3.4
e41f09df-92a9-4973-9fca-1571103ba530,PV-2021,SOBRE_RIEGO,2 evento(s) con vol x3.44
5ddf7399-e390-4a8e-ace0-651a67542da2,OI-2025,SOBRE_RIEGO,2 evento(s) con vol x3.2
84cb8d9b-98e2-45bd-9d7e-beb70a27b3fa,PV-2022,SOBRE_RIEGO,3 evento(s) con vol x2.89
d2251f14-05cb-4a11-9a43-087ac9a45584,OI-2021,SOBRE_RIEGO,2 evento(s) con vol x2.5
72d50679-68dd-402b-bd63-b2628f1a0e85,PV-2025,SOBRE_RIEGO,1 evento(s) con vol x2.96
771180ae-c504-4a02-9b84-a7f4c89db4f4,OI-2023,SOBRE_RIEGO,1 evento(s) con vol x3.45
9cf09513-1f3f-4105-afa9-7c5b2e337f45,OI-2022,SOBRE_RIEGO,3 evento(s) con vol x3.1
24efb028-0f2a-46ea-b50f-4a1f908475d4,PV-2022,SOBRE_RIEGO,3 evento(s) con vol x2.6
11975aea-1fcd-4e2d-ae3d-29a313100272,PV-2022,SOBRE_RIEGO,3 evento(s) con vol x2.79
8dd75c08-6935-4e65-9ad3-e3872fb57333,PV-2025,SOBRE_RIEGO,2 evento(s) con vol x3.42
bbe0d9f4-8075-4afd-a43e-5602f914bd48,OI-2021,SOBRE_RIEGO,1 evento(s) con vol x2.73
0b620e00-7f77-445d-9956-430be1ed2748,PV-2022,SOBRE_RIEGO,1 evento(s) con vol x2.96
dc122a8d-5138-4221-80ec-bb67ad9e3e42,OI-2023,SOBRE_RIEGO,2 evento(s) con vol x2.81
bb35a022-70e0-4ac1-800a-ab127035358b,PV-2025,SOBRE_RIEGO,2 evento(s) con vol x3.4
7fe1aeb7-a6db-4eef-9ec2-7b519d1ca0e8,OI-2022,SOBRE_RIEGO,3 evento(s) con vol x2.65
6e1d231a-7c6d-466d-b23f-8de651b9faf6,PV-2025,SOBRE_RIEGO,1 evento(s) con vol x3.42
414fd37d-37c0-4b39-993e-bb5a8b045983,OI-2021,AGRICULTOR_INEFICIENTE,Vol x1.614 en todo el ciclo
414fd37d-37c0-4b39-993e-bb5a8b045983,PV-2021,AGRICULTOR_INEFICIENTE,Vol x1.614 en todo el ciclo
414fd37d-37c0-4b39-993e-bb5a8b045983,OI-2022,AGRICULTOR_INEFICIENTE,Vol x1.614 en todo el ciclo
414fd37d-37c0-4b39-993e-bb5a8b045983,PV-2022,AGRICULTOR_INEFICIENTE,Vol x1.614 en todo el ciclo
414fd37d-37c0-4b39-993e-bb5a8b045983,OI-2023,AGRICULTOR_INEFICIENTE,Vol x1.614 en todo el ciclo
414fd37d-37c0-4b39-993e-bb5a8b045983,PV-2023,AGRICULTOR_INEFICIENTE,Vol x1.614 en todo el ciclo
414fd37d-37c0-4b39-993e-bb5a8b045983,OI-2024,AGRICULTOR_INEFICIENTE,Vol x1.614 en todo el ciclo
414fd37d-37c0-4b39-993e-bb5a8b045983,PV-2024,AGRICULTOR_INEFICIENTE,Vol x1.614 en todo el ciclo
414fd37d-37c0-4b39-993e-bb5a8b045983,OI-2025,AGRICULTOR_INEFICIENTE,Vol x1.614 en todo el ciclo
414fd37d-37c0-4b39-993e-bb5a8b045983,PV-2025,AGRICULTOR_INEFICIENTE,Vol x1.614 en todo el ciclo
414fd37d-37c0-4b39-993e-bb5a8b045983,OI-2026,AGRICULTOR_INEFICIENTE,Vol x1.614 en todo el ciclo
414fd37d-37c0-4b39-993e-bb5a8b045983,PV-2026,AGRICULTOR_INEFICIENTE,Vol x1.614 en todo el ciclo
4bc49af1-136c-4f88-a323-d6246ea051d9,OI-2021,AGRICULTOR_INEFICIENTE,Vol x1.685 en todo el ciclo
4bc49af1-136c-4f88-a323-d6246ea051d9,OI-2022,AGRICULTOR_INEFICIENTE,Vol x1.685 en todo el ciclo
4bc49af1-136c-4f88-a323-d6246ea051d9,PV-2022,AGRICULTOR_INEFICIENTE,Vol x1.685 en todo el ciclo
4bc49af1-136c-4f88-a323-d6246ea051d9,OI-2023,AGRICULTOR_INEFICIENTE,Vol x1.685 en todo el ciclo
4bc49af1-136c-4f88-a323-d6246ea051d9,PV-2023,AGRICULTOR_INEFICIENTE,Vol x1.685 en todo el ciclo
4bc49af1-136c-4f88-a323-d6246ea051d9,OI-2024,AGRICULTOR_INEFICIENTE,Vol x1.685 en todo el ciclo
4bc49af1-136c-4f88-a323-d6246ea051d9,PV-2024,AGRICULTOR_INEFICIENTE,Vol x1.685 en todo el ciclo
4bc49af1-136c-4f88-a323-d6246ea051d9,OI-2025,AGRICULTOR_INEFICIENTE,Vol x1.685 en todo el ciclo
4bc49af1-136c-4f88-a323-d6246ea051d9,PV-2025,AGRICULTOR_INEFICIENTE,Vol x1.685 en todo el ciclo
4bc49af1-136c-4f88-a323-d6246ea051d9,OI-2026,AGRICULTOR_INEFICIENTE,Vol x1.685 en todo el ciclo
4bc49af1-136c-4f88-a323-d6246ea051d9,PV-2026,AGRICULTOR_INEFICIENTE,Vol x1.685 en todo el ciclo
80d1f05a-57f2-4f59-9063-a3b48172ddb7,OI-2021,AGRICULTOR_INEFICIENTE,Vol x1.577 en todo el ciclo
80d1f05a-57f2-4f59-9063-a3b48172ddb7,PV-2021,AGRICULTOR_INEFICIENTE,Vol x1.577 en todo el ciclo
80d1f05a-57f2-4f59-9063-a3b48172ddb7,OI-2022,AGRICULTOR_INEFICIENTE,Vol x1.577 en todo el ciclo
80d1f05a-57f2-4f59-9063-a3b48172ddb7,PV-2022,AGRICULTOR_INEFICIENTE,Vol x1.577 en todo el ciclo
80d1f05a-57f2-4f59-9063-a3b48172ddb7,OI-2023,AGRICULTOR_INEFICIENTE,Vol x1.577 en todo el ciclo
80d1f05a-57f2-4f59-9063-a3b48172ddb7,PV-2023,AGRICULTOR_INEFICIENTE,Vol x1.577 en todo el ciclo
80d1f05a-57f2-4f59-9063-a3b48172ddb7,OI-2024,AGRICULTOR_INEFICIENTE,Vol x1.577 en todo el ciclo
80d1f05a-57f2-4f59-9063-a3b48172ddb7,PV-2024,AGRICULTOR_INEFICIENTE,Vol x1.577 en todo el ciclo
80d1f05a-57f2-4f59-9063-a3b48172ddb7,OI-2025,AGRICULTOR_INEFICIENTE,Vol x1.577 en todo el ciclo
80d1f05a-57f2-4f59-9063-a3b48172ddb7,PV-2025,AGRICULTOR_INEFICIENTE,Vol x1.577 en todo el ciclo
80d1f05a-57f2-4f59-9063-a3b48172ddb7,OI-2026,AGRICULTOR_INEFICIENTE,Vol x1.577 en todo el ciclo
80d1f05a-57f2-4f59-9063-a3b48172ddb7,PV-2026,AGRICULTOR_INEFICIENTE,Vol x1.577 en todo el ciclo
72d50679-68dd-402b-bd63-b2628f1a0e85,OI-2021,AGRICULTOR_INEFICIENTE,Vol x1.527 en todo el ciclo
72d50679-68dd-402b-bd63-b2628f1a0e85,PV-2021,AGRICULTOR_INEFICIENTE,Vol x1.527 en todo el ciclo
72d50679-68dd-402b-bd63-b2628f1a0e85,OI-2022,AGRICULTOR_INEFICIENTE,Vol x1.527 en todo el ciclo
72d50679-68dd-402b-bd63-b2628f1a0e85,PV-2022,AGRICULTOR_INEFICIENTE,Vol x1.527 en todo el ciclo
72d50679-68dd-402b-bd63-b2628f1a0e85,OI-2023,AGRICULTOR_INEFICIENTE,Vol x1.527 en todo el ciclo
72d50679-68dd-402b-bd63-b2628f1a0e85,PV-2023,AGRICULTOR_INEFICIENTE,Vol x1.527 en todo el ciclo
72d50679-68dd-402b-bd63-b2628f1a0e85,OI-2024,AGRICULTOR_INEFICIENTE,Vol x1.527 en todo el ciclo
72d50679-68dd-402b-bd63-b2628f1a0e85,PV-2024,AGRICULTOR_INEFICIENTE,Vol x1.527 en todo el ciclo
72d50679-68dd-402b-bd63-b2628f1a0e85,OI-2025,AGRICULTOR_INEFICIENTE,Vol x1.527 en todo el ciclo
72d50679-68dd-402b-bd63-b2628f1a0e85,OI-2026,AGRICULTOR_INEFICIENTE,Vol x1.527 en todo el ciclo
72d50679-68dd-402b-bd63-b2628f1a0e85,PV-2026,AGRICULTOR_INEFICIENTE,Vol x1.527 en todo el ciclo
84cb8d9b-98e2-45bd-9d7e-beb70a27b3fa,OI-2021,AGRICULTOR_INEFICIENTE,Vol x1.640 en todo el ciclo
84cb8d9b-98e2-45bd-9d7e-beb70a27b3fa,PV-2021,AGRICULTOR_INEFICIENTE,Vol x1.640 en todo el ciclo
84cb8d9b-98e2-45bd-9d7e-beb70a27b3fa,OI-2022,AGRICULTOR_INEFICIENTE,Vol x1.640 en todo el ciclo
84cb8d9b-98e2-45bd-9d7e-beb70a27b3fa,OI-2023,AGRICULTOR_INEFICIENTE,Vol x1.640 en todo el ciclo
84cb8d9b-98e2-45bd-9d7e-beb70a27b3fa,OI-2024,AGRICULTOR_INEFICIENTE,Vol x1.640 en todo el ciclo
84cb8d9b-98e2-45bd-9d7e-beb70a27b3fa,PV-2024,AGRICULTOR_INEFICIENTE,Vol x1.640 en todo el ciclo
84cb8d9b-98e2-45bd-9d7e-beb70a27b3fa,OI-2025,AGRICULTOR_INEFICIENTE,Vol x1.640 en todo el ciclo
84cb8d9b-98e2-45bd-9d7e-beb70a27b3fa,PV-2025,AGRICULTOR_INEFICIENTE,Vol x1.640 en todo el ciclo
84cb8d9b-98e2-45bd-9d7e-beb70a27b3fa,OI-2026,AGRICULTOR_INEFICIENTE,Vol x1.640 en todo el ciclo
84cb8d9b-98e2-45bd-9d7e-beb70a27b3fa,PV-2026,AGRICULTOR_INEFICIENTE,Vol x1.640 en todo el ciclo
ae8a9a32-53d2-4954-9f13-750bbde63be5,OI-2021,AGRICULTOR_INEFICIENTE,Vol x1.656 en todo el ciclo
ae8a9a32-53d2-4954-9f13-750bbde63be5,PV-2021,AGRICULTOR_INEFICIENTE,Vol x1.656 en todo el ciclo
ae8a9a32-53d2-4954-9f13-750bbde63be5,OI-2022,AGRICULTOR_INEFICIENTE,Vol x1.656 en todo el ciclo
ae8a9a32-53d2-4954-9f13-750bbde63be5,PV-2022,AGRICULTOR_INEFICIENTE,Vol x1.656 en todo el ciclo
ae8a9a32-53d2-4954-9f13-750bbde63be5,OI-2023,AGRICULTOR_INEFICIENTE,Vol x1.656 en todo el ciclo
ae8a9a32-53d2-4954-9f13-750bbde63be5,PV-2023,AGRICULTOR_INEFICIENTE,Vol x1.656 en todo el ciclo
ae8a9a32-53d2-4954-9f13-750bbde63be5,OI-2024,AGRICULTOR_INEFICIENTE,Vol x1.656 en todo el ciclo
ae8a9a32-53d2-4954-9f13-750bbde63be5,PV-2024,AGRICULTOR_INEFICIENTE,Vol x1.656 en todo el ciclo
ae8a9a32-53d2-4954-9f13-750bbde63be5,OI-2025,AGRICULTOR_INEFICIENTE,Vol x1.656 en todo el ciclo
ae8a9a32-53d2-4954-9f13-750bbde63be5,PV-2025,AGRICULTOR_INEFICIENTE,Vol x1.656 en todo el ciclo
ae8a9a32-53d2-4954-9f13-750bbde63be5,OI-2026,AGRICULTOR_INEFICIENTE,Vol x1.656 en todo el ciclo
ae8a9a32-53d2-4954-9f13-750bbde63be5,PV-2026,AGRICULTOR_INEFICIENTE,Vol x1.656 en todo el ciclo
4f4516bb-0eab-4eac-84d9-da5e113b8512,OI-2021,AGRICULTOR_INEFICIENTE,Vol x1.480 en todo el ciclo
4f4516bb-0eab-4eac-84d9-da5e113b8512,PV-2021,AGRICULTOR_INEFICIENTE,Vol x1.480 en todo el ciclo
4f4516bb-0eab-4eac-84d9-da5e113b8512,OI-2022,AGRICULTOR_INEFICIENTE,Vol x1.480 en todo el ciclo
4f4516bb-0eab-4eac-84d9-da5e113b8512,PV-2022,AGRICULTOR_INEFICIENTE,Vol x1.480 en todo el ciclo
4f4516bb-0eab-4eac-84d9-da5e113b8512,OI-2023,AGRICULTOR_INEFICIENTE,Vol x1.480 en todo el ciclo
4f4516bb-0eab-4eac-84d9-da5e113b8512,PV-2023,AGRICULTOR_INEFICIENTE,Vol x1.480 en todo el ciclo
4f4516bb-0eab-4eac-84d9-da5e113b8512,OI-2024,AGRICULTOR_INEFICIENTE,Vol x1.480 en todo el ciclo
4f4516bb-0eab-4eac-84d9-da5e113b8512,PV-2024,AGRICULTOR_INEFICIENTE,Vol x1.480 en todo el ciclo
4f4516bb-0eab-4eac-84d9-da5e113b8512,OI-2025,AGRICULTOR_INEFICIENTE,Vol x1.480 en todo el ciclo
4f4516bb-0eab-4eac-84d9-da5e113b8512,PV-2025,AGRICULTOR_INEFICIENTE,Vol x1.480 en todo el ciclo
4f4516bb-0eab-4eac-84d9-da5e113b8512,OI-2026,AGRICULTOR_INEFICIENTE,Vol x1.480 en todo el ciclo
4f4516bb-0eab-4eac-84d9-da5e113b8512,PV-2026,AGRICULTOR_INEFICIENTE,Vol x1.480 en todo el ciclo
6455e61d-8caf-4f10-939c-43bfc496bba0,OI-2023,GAP_FALLA_EQUIPO,"Eventos 4-9 eliminados (5), recuperacion x2.2"
8d3c5171-2c80-451b-b387-4557841fc06c,OI-2024,GAP_FALLA_EQUIPO,"Eventos 3-8 eliminados (5), recuperacion x2.2"
0b620e00-7f77-445d-9956-430be1ed2748,PV-2024,GAP_FALLA_EQUIPO,"Eventos 4-9 eliminados (5), recuperacion x2.2"
85f2d080-8d9e-4f3c-984f-4684eeeca5f8,PV-2024,GAP_FALLA_EQUIPO,"Eventos 3-7 eliminados (4), recuperacion x2.2"
39c46048-03d3-49a2-b1cf-5857f4a994ba,OI-2025,GAP_FALLA_EQUIPO,"Eventos 2-5 eliminados (3), recuperacion x2.2"
8e0af854-161a-4747-93bd-4ebb2b94ed33,OI-2021,GAP_FALLA_EQUIPO,"Eventos 3-7 eliminados (4), recuperacion x2.2"
ce83cb07-58f6-4daf-a6e3-1ee72480447b,PV-2025,GAP_FALLA_EQUIPO,"Eventos 4-9 eliminados (5), recuperacion x2.2"
708876d7-8bb5-49d0-b979-c85cc6c5e2b1,OI-2022,GAP_FALLA_EQUIPO,"Eventos 3-8 eliminados (5), recuperacion x2.2"
5ddf7399-e390-4a8e-ace0-651a67542da2,PV-2021,GAP_FALLA_EQUIPO,"Eventos 5-11 eliminados (6), recuperacion x2.2"
41ed1b06-1867-4659-bea8-b866163d48b1,OI-2021,GAP_FALLA_EQUIPO,"Eventos 4-10 eliminados (6), recuperacion x2.2"
0b620e00-7f77-445d-9956-430be1ed2748,PV-2023,GAP_FALLA_EQUIPO,"Eventos 4-9 eliminados (5), recuperacion x2.2"
24efb028-0f2a-46ea-b50f-4a1f908475d4,OI-2024,GAP_FALLA_EQUIPO,"Eventos 2-5 eliminados (3), recuperacion x2.2"
8fd3f47d-3254-4408-a5b0-10664476d9d4,PV-2026,GAP_FALLA_EQUIPO,"Eventos 3-8 eliminados (5), recuperacion x2.2"
df18e8a3-c48f-4d3f-8e79-a11a309e1f9c,OI-2026,GAP_FALLA_EQUIPO,"Eventos 4-9 eliminados (5), recuperacion x2.2"
ce83cb07-58f6-4daf-a6e3-1ee72480447b,PV-2026,GAP_FALLA_EQUIPO,"Eventos 6-13 eliminados (7), recuperacion x2.2"
bbe0d9f4-8075-4afd-a43e-5602f914bd48,PV-2025,GAP_FALLA_EQUIPO,"Eventos 3-6 eliminados (3), recuperacion x2.2"
eebee71b-b00b-4a44-b941-73e1c260c706,OI-2023,GAP_FALLA_EQUIPO,"Eventos 4-9 eliminados (5), recuperacion x2.2"
eaab97a5-81fb-4333-a9a5-d40aa75821f1,OI-2025,GAP_FALLA_EQUIPO,"Eventos 4-9 eliminados (5), recuperacion x2.2"
dc122a8d-5138-4221-80ec-bb67ad9e3e42,PV-2022,GAP_FALLA_EQUIPO,"Eventos 6-14 eliminados (8), recuperacion x2.2"
110e99d5-e49b-4fdc-9245-75e5e3cdda0a,OI-2023,GAP_FALLA_EQUIPO,"Eventos 3-6 eliminados (3), recuperacion x2.2"
81ce05c0-a141-4331-89e6-fa83efbf9bf8,PV-2023,GAP_FALLA_EQUIPO,"Eventos 2-5 eliminados (3), recuperacion x2.2"
110e99d5-e49b-4fdc-9245-75e5e3cdda0a,PV-2024,GAP_FALLA_EQUIPO,"Eventos 3-7 eliminados (4), recuperacion x2.2"
6e1d231a-7c6d-466d-b23f-8de651b9faf6,PV-2023,GAP_FALLA_EQUIPO,"Eventos 5-11 eliminados (6), recuperacion x2.2"
11975aea-1fcd-4e2d-ae3d-29a313100272,OI-2022,GAP_FALLA_EQUIPO,"Eventos 3-8 eliminados (5), recuperacion x2.2"
f1f61c27-c2a8-4515-87a8-f83ec5642de8,PV-2022,GAP_FALLA_EQUIPO,"Eventos 4-9 eliminados (5), recuperacion x2.2"
e09b8211-34e7-403b-bbec-9f09bd9ff890,PV-2025,GAP_FALLA_EQUIPO,"Eventos 4-9 eliminados (5), recuperacion x2.2"
4d0094a6-0933-44de-9e4b-2b7adaf0a536,OI-2022,GAP_FALLA_EQUIPO,"Eventos 6-13 eliminados (7), recuperacion x2.2"
a7af1a60-ec79-4e98-826b-a73dcc19a9eb,OI-2026,GAP_FALLA_EQUIPO,"Eventos 5-11 eliminados (6), recuperacion x2.2"
