vol_total_m3_ha,n_eventos,vol_media_evento,vol_cv,max_gap_dias,costo_total_mxn,sistema_riego_num,anomaly_score,clasificacion,id_parcela,ciclo_agricola,ciclo_corto,anomalia_predicha,ground_truth,tipo_anomalia_real
3861.91,21.0,183.90048,0.923525,16.0,100360.99,3.0,-0.5835400356987457,Anomalía,73ec67e9-2d0d-479d-9858-abe2341544c1,PV-2022,PV-2022,1,0,
9339.02,27.0,345.88962,0.5773732,17.0,134639.28,3.0,-0.5825961925973668,Anomalía,4f4516bb-0eab-4eac-84d9-da5e113b8512,OI-2024,OI-2024,1,1,AGRICULTOR_INEFICIENTE
6465.31,13.0,497.33154,1.2617244,78.0,142310.4,1.0,-0.5783957771264719,Anomalía,ce83cb07-58f6-4daf-a6e3-1ee72480447b,PV-2026,PV-2026,1,1,GAP_FALLA_EQUIPO
6296.08,29.0,217.1062,0.5806608,15.0,96964.56,3.0,-0.5776893233972517,Anomalía,4f4516bb-0eab-4eac-84d9-da5e113b8512,PV-2022,PV-2022,1,1,AGRICULTOR_INEFICIENTE
15318.0,14.0,1094.1428,0.98044574,23.0,468079.84,0.0,-0.5757184104230153,Anomalía,72d50679-68dd-402b-bd63-b2628f1a0e85,PV-2024,PV-2024,1,1,AGRICULTOR_INEFICIENTE
19840.77,14.0,1417.1979,0.72864187,33.0,306324.56,0.0,-0.5745068112754188,Anomalía,4bc49af1-136c-4f88-a323-d6246ea051d9,OI-2024,OI-2024,1,1,AGRICULTOR_INEFICIENTE
3970.28,10.0,397.028,0.52580583,84.0,81076.63,1.0,-0.5730528850388594,Anomalía,ce83cb07-58f6-4daf-a6e3-1ee72480447b,PV-2025,PV-2025,1,1,GAP_FALLA_EQUIPO
5301.37,27.0,196.34703,0.8414604,19.0,142991.55,3.0,-0.5711967990269118,Anomalía,73ec67e9-2d0d-479d-9858-abe2341544c1,PV-2021,PV-2021,1,0,
18318.31,14.0,1308.4507,0.7465172,27.0,284550.53,0.0,-0.5697859525701818,Anomalía,4bc49af1-136c-4f88-a323-d6246ea051d9,OI-2023,OI-2023,1,1,AGRICULTOR_INEFICIENTE
4279.24,23.0,186.05391,0.450626,23.0,61252.79,3.0,-0.5694140756399851,Anomalía,20312ef3-0be2-4016-865f-3a96bc15510f,PV-2025,PV-2025,1,0,
11523.68,14.0,823.12,0.9061451,33.0,694443.06,0.0,-0.5691826727956886,Anomalía,24efb028-0f2a-46ea-b50f-4a1f908475d4,PV-2026,PV-2026,1,0,
6392.72,29.0,220.43861,0.57731146,30.0,165856.23,3.0,-0.5643921360991117,Anomalía,73ec67e9-2d0d-479d-9858-abe2341544c1,OI-2021,OI-2021,1,0,
4178.54,23.0,181.67566,0.7445518,15.0,68303.12,3.0,-0.5639609207465703,Anomalía,5b42b176-533f-4532-b451-d849de55963a,OI-2026,OI-2026,1,0,
7710.86,28.0,275.38785,0.7286699,17.0,114737.48,3.0,-0.5633979408156149,Anomalía,20312ef3-0be2-4016-865f-3a96bc15510f,OI-2021,OI-2021,1,0,
7791.87,29.0,268.68518,0.73037696,21.0,120359.92,3.0,-0.562275755839651,Anomalía,4f4516bb-0eab-4eac-84d9-da5e113b8512,PV-2025,PV-2025,1,1,AGRICULTOR_INEFICIENTE
6021.34,28.0,215.04785,0.64580226,18.0,83232.35,3.0,-0.5602186836970524,Anomalía,dc122a8d-5138-4221-80ec-bb67ad9e3e42,OI-2023,OI-2023,1,1,SOBRE_RIEGO
6948.55,5.0,1389.71,1.0118108,42.0,79827.4,0.0,-0.5594347723041124,Anomalía,39c46048-03d3-49a2-b1cf-5857f4a994ba,OI-2025,OI-2025,1,1,GAP_FALLA_EQUIPO
5076.46,26.0,195.24846,0.81965375,22.0,134069.16,3.0,-0.5567903366448176,Anomalía,73ec67e9-2d0d-479d-9858-abe2341544c1,PV-2025,PV-2025,1,0,
4806.2,10.0,480.62,0.6278533,87.0,144171.6,1.0,-0.5556497452457781,Anomalía,e09b8211-34e7-403b-bbec-9f09bd9ff890,PV-2025,PV-2025,1,1,GAP_FALLA_EQUIPO
16692.69,12.0,1391.0575,0.5078087,34.0,336895.38,0.0,-0.5538124481191389,Anomalía,80d1f05a-57f2-4f59-9063-a3b48172ddb7,PV-2023,PV-2023,1,1,AGRICULTOR_INEFICIENTE
14570.07,9.0,1618.8966,1.0091597,44.0,307165.28,0.0,-0.5529197345593946,Anomalía,11975aea-1fcd-4e2d-ae3d-29a313100272,PV-2022,PV-2022,1,1,SOBRE_RIEGO
12200.6,14.0,871.47144,1.3959994,21.0,191962.19,0.0,-0.552713573291728,Anomalía,771180ae-c504-4a02-9b84-a7f4c89db4f4,OI-2023,OI-2023,1,1,SOBRE_RIEGO
12159.86,11.0,1105.4418,0.68601626,52.0,684869.75,0.0,-0.5520043797641608,Anomalía,84cb8d9b-98e2-45bd-9d7e-beb70a27b3fa,OI-2022,OI-2022,1,1,AGRICULTOR_INEFICIENTE
12633.56,10.0,1263.356,0.49425,79.0,268570.44,0.0,-0.5518037639367391,Anomalía,80d1f05a-57f2-4f59-9063-a3b48172ddb7,PV-2022,PV-2022,1,1,AGRICULTOR_INEFICIENTE
10387.08,8.0,1298.385,1.2481678,32.0,348655.06,0.0,-0.5517948548946426,Anomalía,eaab97a5-81fb-4333-a9a5-d40aa75821f1,OI-2024,OI-2024,1,0,
5132.62,8.0,641.5775,0.9376654,82.0,71457.78,0.0,-0.5517766886742922,Anomalía,708876d7-8bb5-49d0-b979-c85cc6c5e2b1,OI-2022,OI-2022,1,1,GAP_FALLA_EQUIPO
6116.89,28.0,218.46036,0.6090908,22.0,92382.61,3.0,-0.55159505331582,Anomalía,20312ef3-0be2-4016-865f-3a96bc15510f,PV-2023,PV-2023,1,0,
5761.97,27.0,213.4063,0.7585417,18.0,89753.09,3.0,-0.551559738790216,Anomalía,4f4516bb-0eab-4eac-84d9-da5e113b8512,OI-2025,OI-2025,1,1,AGRICULTOR_INEFICIENTE
13677.93,20.0,683.8965,0.7275023,14.0,155700.64,1.0,-0.5508637030020452,Anomalía,414fd37d-37c0-4b39-993e-bb5a8b045983,OI-2025,OI-2025,1,1,AGRICULTOR_INEFICIENTE
12779.57,8.0,1597.4463,0.47208962,61.0,205342.16,0.0,-0.5495567020869896,Anomalía,4bc49af1-136c-4f88-a323-d6246ea051d9,PV-2025,PV-2025,1,1,AGRICULTOR_INEFICIENTE
12304.68,15.0,820.312,0.6643336,43.0,668299.75,0.0,-0.549150764043935,Anomalía,84cb8d9b-98e2-45bd-9d7e-beb70a27b3fa,PV-2023,PV-2023,1,1,SOBRE_RIEGO
4461.46,25.0,178.4584,0.6239513,19.0,72127.12,3.0,-0.549055659218236,Anomalía,5b42b176-533f-4532-b451-d849de55963a,PV-2026,PV-2026,1,0,
4566.61,25.0,182.6644,0.6380484,18.0,73611.14,3.0,-0.5486885040028674,Anomalía,5b42b176-533f-4532-b451-d849de55963a,OI-2023,OI-2023,1,0,
5857.81,8.0,732.22626,0.4854339,111.0,168041.84,0.0,-0.5480686539086156,Anomalía,8e0af854-161a-4747-93bd-4ebb2b94ed33,OI-2021,OI-2021,1,1,GAP_FALLA_EQUIPO
3671.93,18.0,203.99611,0.5529388,29.0,50505.34,3.0,-0.5479097173653434,Anomalía,dc122a8d-5138-4221-80ec-bb67ad9e3e42,PV-2025,PV-2025,1,0,
4812.92,18.0,267.38443,0.560308,52.0,72059.65,3.0,-0.5434401746048172,Anomalía,20312ef3-0be2-4016-865f-3a96bc15510f,OI-2024,OI-2024,1,0,
5603.12,26.0,215.50461,0.79850674,25.0,145548.98,3.0,-0.5433467309483482,Anomalía,73ec67e9-2d0d-479d-9858-abe2341544c1,OI-2022,OI-2022,1,0,
5828.38,26.0,224.16846,0.8025229,24.0,80271.31,3.0,-0.5403173974984569,Anomalía,dc122a8d-5138-4221-80ec-bb67ad9e3e42,OI-2024,OI-2024,1,0,
4013.83,11.0,364.89365,0.6726679,55.0,41220.83,1.0,-0.537913861047866,Anomalía,6e1d231a-7c6d-466d-b23f-8de651b9faf6,PV-2023,PV-2023,1,1,GAP_FALLA_EQUIPO
4378.63,24.0,182.44292,0.59363294,22.0,72575.27,3.0,-0.5378788856672437,Anomalía,5b42b176-533f-4532-b451-d849de55963a,PV-2023,PV-2023,1,0,
15053.57,9.0,1672.6189,0.8099027,38.0,304170.62,0.0,-0.5373122661172232,Anomalía,80d1f05a-57f2-4f59-9063-a3b48172ddb7,PV-2021,PV-2021,1,1,AGRICULTOR_INEFICIENTE
13013.92,15.0,867.59467,0.5146671,31.0,301012.0,2.0,-0.5370183259111854,Anomalía,ae8a9a32-53d2-4954-9f13-750bbde63be5,PV-2025,PV-2025,1,1,AGRICULTOR_INEFICIENTE
12340.05,12.0,1028.3375,0.5645977,31.0,664911.8,0.0,-0.5359549263785907,Anomalía,84cb8d9b-98e2-45bd-9d7e-beb70a27b3fa,OI-2021,OI-2021,1,1,AGRICULTOR_INEFICIENTE
7632.1,21.0,363.43332,1.2408395,26.0,173392.5,1.0,-0.5345709938630665,Anomalía,0b2da096-0ecb-4bf6-ac84-73ef1c426da4,OI-2025,OI-2025,1,1,SOBRE_RIEGO
14141.69,8.0,1767.7113,0.71652085,42.0,246357.69,0.0,-0.5343446555455487,Anomalía,4bc49af1-136c-4f88-a323-d6246ea051d9,PV-2024,PV-2024,1,1,AGRICULTOR_INEFICIENTE
7332.34,8.0,916.5425,1.0060841,61.0,436777.16,0.0,-0.5341684211751226,Anomalía,24efb028-0f2a-46ea-b50f-4a1f908475d4,PV-2021,PV-2021,1,0,
4798.56,14.0,342.75427,1.1352392,35.0,76411.72,2.0,-0.533833872583053,Anomalía,4d0094a6-0933-44de-9e4b-2b7adaf0a536,OI-2022,OI-2022,1,1,GAP_FALLA_EQUIPO
9443.79,19.0,497.04156,0.5870831,40.0,144222.48,3.0,-0.533148003706413,Anomalía,4f4516bb-0eab-4eac-84d9-da5e113b8512,OI-2023,OI-2023,1,1,AGRICULTOR_INEFICIENTE
8006.3,24.0,333.59583,0.4919517,25.0,130657.61,3.0,-0.5330523544160759,Anomalía,5b42b176-533f-4532-b451-d849de55963a,OI-2024,OI-2024,1,0,
4572.74,18.0,254.0411,0.7613996,42.0,73936.68,3.0,-0.5309291368842721,Anomalía,5b42b176-533f-4532-b451-d849de55963a,OI-2021,OI-2021,1,0,
4962.7,21.0,236.31905,0.8522524,18.0,80660.27,3.0,-0.5305839954620393,Anomalía,5b42b176-533f-4532-b451-d849de55963a,PV-2021,PV-2021,1,0,
5567.14,23.0,242.04956,0.833565,32.0,84421.72,3.0,-0.529970285878442,Anomalía,20312ef3-0be2-4016-865f-3a96bc15510f,OI-2026,OI-2026,1,0,
12227.33,8.0,1528.4163,0.3919489,30.0,271105.4,0.0,-0.5296088339244837,Anomalía,2b6901dc-2863-4df0-90fe-3d18dacaed9e,PV-2025,PV-2025,1,0,
11404.4,8.0,1425.55,0.34368563,36.0,134448.52,0.0,-0.5293807389318946,Anomalía,df18e8a3-c48f-4d3f-8e79-a11a309e1f9c,OI-2023,OI-2023,1,0,
5677.15,10.0,567.715,0.8694352,56.0,151663.97,2.0,-0.5281065609137899,Anomalía,41ed1b06-1867-4659-bea8-b866163d48b1,OI-2021,OI-2021,1,1,GAP_FALLA_EQUIPO
13076.37,14.0,934.0264,0.9169295,42.0,490081.5,0.0,-0.527169648720004,Anomalía,8dd75c08-6935-4e65-9ad3-e3872fb57333,PV-2024,PV-2024,1,1,SOBRE_RIEGO
12805.02,13.0,985.0015,1.2747408,31.0,214228.3,0.0,-0.5266212409480473,Anomalía,bbe0d9f4-8075-4afd-a43e-5602f914bd48,OI-2022,OI-2022,1,1,SOBRE_RIEGO
6193.04,24.0,258.04333,0.8010967,20.0,161948.69,3.0,-0.5253192103663037,Anomalía,73ec67e9-2d0d-479d-9858-abe2341544c1,PV-2024,PV-2024,1,0,
12308.57,9.0,1367.6189,1.1194292,39.0,164539.06,0.0,-0.525143617677236,Anomalía,ddc49f6a-26d2-449f-b5f9-028051bf0aee,OI-2026,OI-2026,1,1,SOBRE_RIEGO
10392.76,20.0,519.638,0.9577624,29.0,243546.94,2.0,-0.5250464235243629,Anomalía,ae8a9a32-53d2-4954-9f13-750bbde63be5,OI-2025,OI-2025,1,1,AGRICULTOR_INEFICIENTE
5804.76,11.0,527.70544,0.8896284,52.0,165386.55,2.0,-0.524236307996307,Anomalía,a7af1a60-ec79-4e98-826b-a73dcc19a9eb,OI-2026,OI-2026,1,1,GAP_FALLA_EQUIPO
6530.41,17.0,384.14175,1.2506692,36.0,135376.7,1.0,-0.523966386577237,Anomalía,ce83cb07-58f6-4daf-a6e3-1ee72480447b,PV-2021,PV-2021,1,1,SOBRE_RIEGO
8734.7,22.0,397.03183,0.7224418,25.0,135878.67,3.0,-0.5237050085477203,Anomalía,4f4516bb-0eab-4eac-84d9-da5e113b8512,PV-2021,PV-2021,1,1,AGRICULTOR_INEFICIENTE
13909.38,8.0,1738.6725,0.693375,44.0,292709.2,0.0,-0.5236979449764426,Anomalía,80d1f05a-57f2-4f59-9063-a3b48172ddb7,OI-2026,OI-2026,1,1,AGRICULTOR_INEFICIENTE
4531.88,23.0,197.03825,0.6959977,24.0,116251.14,3.0,-0.5231812895218904,Anomalía,73ec67e9-2d0d-479d-9858-abe2341544c1,PV-2023,PV-2023,1,0,
11527.23,18.0,640.4017,0.7878601,29.0,269783.9,2.0,-0.5229234886076198,Anomalía,ae8a9a32-53d2-4954-9f13-750bbde63be5,PV-2023,PV-2023,1,1,AGRICULTOR_INEFICIENTE
15552.18,15.0,1036.812,0.55072755,24.0,339972.5,0.0,-0.5214859340677459,Anomalía,80d1f05a-57f2-4f59-9063-a3b48172ddb7,OI-2024,OI-2024,1,1,AGRICULTOR_INEFICIENTE
7461.03,8.0,932.6287,0.29350016,74.0,80169.02,0.0,-0.519944110478834,Anomalía,8fd3f47d-3254-4408-a5b0-10664476d9d4,PV-2022,PV-2022,1,0,
15629.79,12.0,1302.4825,0.50839376,30.0,244402.25,0.0,-0.5198281475490966,Anomalía,4bc49af1-136c-4f88-a323-d6246ea051d9,PV-2023,PV-2023,1,1,AGRICULTOR_INEFICIENTE
4310.2,22.0,195.91818,0.7391514,27.0,114472.44,3.0,-0.5192868103248798,Anomalía,73ec67e9-2d0d-479d-9858-abe2341544c1,PV-2026,PV-2026,1,0,
6220.97,14.0,444.355,1.1038712,37.0,70736.63,2.0,-0.5189285753546902,Anomalía,36f15d6e-4d25-40f3-b122-fdf75c24a3e7,PV-2024,PV-2024,1,0,
5135.79,18.0,285.32166,0.6775421,46.0,71679.45,3.0,-0.5183069147044962,Anomalía,dc122a8d-5138-4221-80ec-bb67ad9e3e42,OI-2022,OI-2022,1,0,
4109.82,20.0,205.491,0.5924867,16.0,43390.6,1.0,-0.5179108341208186,Anomalía,e26db415-b822-4431-a95e-0515c3451f73,OI-2021,OI-2021,1,0,
13002.99,8.0,1625.3738,0.76716024,44.0,228771.31,0.0,-0.5162710330923934,Anomalía,bb35a022-70e0-4ac1-800a-ab127035358b,PV-2025,PV-2025,1,1,SOBRE_RIEGO
14988.93,11.0,1362.63,0.49465343,29.0,244244.88,0.0,-0.5161818553293978,Anomalía,4bc49af1-136c-4f88-a323-d6246ea051d9,OI-2021,OI-2021,1,1,AGRICULTOR_INEFICIENTE
5156.13,20.0,257.8065,0.82021,52.0,104032.04,2.0,-0.515936992218339,Anomalía,bcb2fc36-de4b-4e1d-bee5-0eadbf5913f9,PV-2025,PV-2025,1,0,
3709.85,21.0,176.65953,0.6609619,32.0,55190.85,2.0,-0.5150882668367394,Anomalía,2806f43a-b402-42bd-8b82-02cabf484236,PV-2022,PV-2022,1,0,
13061.31,15.0,870.754,0.8116925,24.0,142300.19,1.0,-0.5145191003490173,Anomalía,414fd37d-37c0-4b39-993e-bb5a8b045983,PV-2026,PV-2026,1,1,AGRICULTOR_INEFICIENTE
10514.29,8.0,1314.2863,0.43130723,44.0,402027.44,0.0,-0.514493233098342,Anomalía,eaab97a5-81fb-4333-a9a5-d40aa75821f1,PV-2021,PV-2021,1,0,
4179.34,20.0,208.967,0.61623466,24.0,63660.48,3.0,-0.5140537742259343,Anomalía,20312ef3-0be2-4016-865f-3a96bc15510f,PV-2024,PV-2024,1,0,
6117.4,18.0,339.85556,0.47525793,45.0,305358.5,2.0,-0.5135168522513195,Anomalía,90ef94c9-b6d4-4971-a5d5-adb12732ced8,OI-2023,OI-2023,1,0,
4850.05,21.0,230.95476,0.5756621,19.0,70800.31,3.0,-0.5117774609190262,Anomalía,20312ef3-0be2-4016-865f-3a96bc15510f,PV-2026,PV-2026,1,0,
6035.71,24.0,251.48792,0.6491325,20.0,156167.31,3.0,-0.5109866561554754,Anomalía,73ec67e9-2d0d-479d-9858-abe2341544c1,OI-2025,OI-2025,1,0,
8840.76,8.0,1105.095,0.6948326,99.0,132814.17,0.0,-0.5098536338288189,Anomalía,574471ae-d1bc-4521-b3c4-b421e7a0c220,PV-2024,PV-2024,1,0,
9242.72,21.0,440.12952,0.7896935,20.0,266548.38,1.0,-0.5095209797613265,Anomalía,e2e90477-85a7-455c-b284-40068b21097f,PV-2023,PV-2023,1,0,
4807.9,22.0,218.54091,0.69762826,25.0,66006.48,3.0,-0.5094301121473859,Anomalía,dc122a8d-5138-4221-80ec-bb67ad9e3e42,PV-2021,PV-2021,1,0,
12437.61,8.0,1554.7013,0.6224455,28.0,250345.25,0.0,-0.509381689421995,Anomalía,80d1f05a-57f2-4f59-9063-a3b48172ddb7,OI-2025,OI-2025,1,1,AGRICULTOR_INEFICIENTE
4067.99,18.0,225.99945,0.61638707,44.0,195349.6,2.0,-0.5092438457315255,Anomalía,90ef94c9-b6d4-4971-a5d5-adb12732ced8,PV-2025,PV-2025,1,0,
7337.32,16.0,458.5825,1.1312635,31.0,232003.77,1.0,-0.5091260485879938,Anomalía,53f14776-275a-40b9-8de5-b27b5e0adc8d,PV-2025,PV-2025,1,0,
15380.49,13.0,1183.1146,0.6505153,27.0,243496.55,0.0,-0.508487993085449,Anomalía,4bc49af1-136c-4f88-a323-d6246ea051d9,OI-2022,OI-2022,1,1,AGRICULTOR_INEFICIENTE
4697.65,20.0,234.8825,0.69275516,21.0,63807.62,3.0,-0.5083648124123508,Anomalía,dc122a8d-5138-4221-80ec-bb67ad9e3e42,OI-2026,OI-2026,1,0,
4691.14,19.0,246.9021,0.41064087,42.0,91586.65,2.0,-0.5063534937504109,Anomalía,bcb2fc36-de4b-4e1d-bee5-0eadbf5913f9,OI-2022,OI-2022,1,0,
5152.02,21.0,245.33429,0.58077186,21.0,255158.27,2.0,-0.5063374002465675,Anomalía,90ef94c9-b6d4-4971-a5d5-adb12732ced8,PV-2021,PV-2021,1,0,
5474.89,14.0,391.06357,1.006679,14.0,75832.15,1.0,-0.5057823145273592,Anomalía,2bd9c0f3-366d-4de6-a41d-ba1dc3b5496e,PV-2026,PV-2026,1,0,
8818.6,14.0,629.9,0.6003829,35.0,452026.16,1.0,-0.5056242926367688,Anomalía,6455e61d-8caf-4f10-939c-43bfc496bba0,PV-2025,PV-2025,1,0,
3779.49,18.0,209.97166,0.64180464,39.0,56744.44,2.0,-0.5053090907263758,Normal,2806f43a-b402-42bd-8b82-02cabf484236,OI-2023,OI-2023,0,0,
6368.29,24.0,265.34543,0.6257477,36.0,109848.42,3.0,-0.5051770774895034,Normal,5b42b176-533f-4532-b451-d849de55963a,PV-2025,PV-2025,0,0,
8285.63,19.0,436.0858,0.66942817,21.0,124722.48,3.0,-0.505102186635843,Normal,20312ef3-0be2-4016-865f-3a96bc15510f,OI-2025,OI-2025,0,0,
7791.82,15.0,519.45465,0.977527,45.0,87991.92,2.0,-0.5034377258807193,Normal,36f15d6e-4d25-40f3-b122-fdf75c24a3e7,PV-2021,PV-2021,0,0,
6334.08,21.0,301.62286,0.5014715,34.0,94381.84,3.0,-0.5025657035618685,Normal,20312ef3-0be2-4016-865f-3a96bc15510f,PV-2021,PV-2021,0,0,
14047.36,14.0,1003.3829,1.0163313,37.0,204982.2,0.0,-0.5025348430373702,Normal,708876d7-8bb5-49d0-b979-c85cc6c5e2b1,PV-2023,PV-2023,0,1,SOBRE_RIEGO
4709.28,19.0,247.85684,0.5886568,30.0,65117.53,3.0,-0.502477560711703,Normal,dc122a8d-5138-4221-80ec-bb67ad9e3e42,PV-2026,PV-2026,0,0,
9205.31,20.0,460.2655,0.4691404,34.0,255113.33,2.0,-0.5022743954391999,Normal,0dedce00-440c-4056-9c53-737cbeff6dd1,OI-2025,OI-2025,0,0,
4279.01,15.0,285.26733,0.56875515,49.0,64458.38,2.0,-0.5022254434786998,Normal,85be4752-4bd9-4eff-a359-e17047ad49e1,PV-2026,PV-2026,0,0,
11697.78,12.0,974.815,1.0234053,56.0,375373.38,0.0,-0.5016861453309772,Normal,eebee71b-b00b-4a44-b941-73e1c260c706,OI-2021,OI-2021,0,1,SOBRE_RIEGO
10872.04,14.0,776.5743,0.5498643,31.0,256938.28,2.0,-0.5013182459435908,Normal,ae8a9a32-53d2-4954-9f13-750bbde63be5,OI-2023,OI-2023,0,1,AGRICULTOR_INEFICIENTE
7776.68,20.0,388.834,0.5565852,25.0,396348.97,1.0,-0.5011625245541963,Normal,6455e61d-8caf-4f10-939c-43bfc496bba0,OI-2025,OI-2025,0,0,
3764.91,14.0,268.92215,0.9082288,32.0,99322.66,2.0,-0.501153649987697,Normal,0dedce00-440c-4056-9c53-737cbeff6dd1,PV-2021,PV-2021,0,0,
6584.05,21.0,313.52618,0.7111919,54.0,103293.08,2.0,-0.5011300825518386,Normal,2806f43a-b402-42bd-8b82-02cabf484236,OI-2025,OI-2025,0,0,
3874.33,14.0,276.73785,0.6324501,18.0,41528.6,1.0,-0.5004362913065526,Normal,6e1d231a-7c6d-466d-b23f-8de651b9faf6,OI-2026,OI-2026,0,0,
7246.5,10.0,724.65,0.65013534,96.0,218428.34,0.0,-0.49962402797842104,Normal,0b620e00-7f77-445d-9956-430be1ed2748,PV-2023,PV-2023,0,1,GAP_FALLA_EQUIPO
8769.99,9.0,974.44336,0.59131014,66.0,495671.5,0.0,-0.4992321828322185,Normal,f1f61c27-c2a8-4515-87a8-f83ec5642de8,PV-2026,PV-2026,0,0,
6541.8,22.0,297.35455,0.79377055,24.0,100897.04,3.0,-0.49890362413730044,Normal,4f4516bb-0eab-4eac-84d9-da5e113b8512,OI-2021,OI-2021,0,1,AGRICULTOR_INEFICIENTE
6533.25,20.0,326.6625,0.6336474,13.0,329435.78,1.0,-0.49871115616611933,Normal,6455e61d-8caf-4f10-939c-43bfc496bba0,OI-2024,OI-2024,0,0,
7373.94,21.0,351.14,0.5851978,20.0,126624.93,3.0,-0.4985677510557801,Normal,5b42b176-533f-4532-b451-d849de55963a,OI-2025,OI-2025,0,0,
