id_riego,id_parcela,ciclo_agricola,id_recomendacion,fecha_riego,volumen_m3_ha,lamina_mm,duracion_horas,metodo_riego,origen_decision,costo_energia_mxn,ciclo_vol_target_m3_ha,observaciones,created_at
0c172a11-5021-49c8-bece-7fa6b89dea93,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2021,,2021-02-26,165.62,16.56,2.45,aspersion,voz,4869.93,5408.35,,2021-02-26T13:44:00+00:00
a6676974-58eb-4cf7-b5cf-c0076af2872c,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2021,,2021-03-06,531.69,53.17,10.45,aspersion,sistema,19371.49,5408.35,,2021-03-06T15:41:00+00:00
2cf5335a-d36f-4b10-aaab-4c340fe7b7c7,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2021,,2021-04-02,514.06,51.41,9.14,aspersion,manual,16295.35,5572.2,,2021-04-02T06:46:00+00:00
64b1f3d8-f795-4380-981f-bce719648910,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2021,0c58b361-1f24-40f4-b7e9-4c54dd6898af,2021-04-02,449.02,44.9,10.09,aspersion,sistema,13728.58,5572.2,,2021-04-02T14:16:00+00:00
b37d68dc-45ec-4ddb-8608-2a8b0235c588,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2021,,2021-04-15,178.56,17.86,2.56,aspersion,voz,5928.47,5572.2,,2021-04-15T09:36:00+00:00
73ef58da-d28a-4024-b518-4976437d6e19,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2021,f6da7b2f-0765-4c14-b5dc-48eb4178feca,2021-04-16,205.14,20.51,3.08,aspersion,voz,5936.59,5572.2,,2021-04-16T16:02:00+00:00
fd5c5c6c-8765-4923-8315-dd3653b1941f,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2021,8c505688-317b-482e-bd4b-947325b76903,2021-04-30,237.0,23.7,5.34,aspersion,sistema,7703.74,5572.2,,2021-04-30T16:58:00+00:00
e965c368-fc60-43dd-b556-e69b33788aed,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2021,e9a373dd-db4e-4461-99b4-75b715cdfbe1,2021-05-12,111.08,11.11,2.27,aspersion,sistema,3602.43,5572.2,,2021-05-12T09:35:00+00:00
3a33eea7-b3b6-47e5-b161-a5d78ca4bc18,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2021,,2021-05-13,337.73,33.77,7.9,aspersion,manual,9638.63,5572.2,,2021-05-13T19:39:00+00:00
e0fb1754-cfa5-4195-a65f-c100760e2a36,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2021,,2021-05-16,1036.38,103.64,18.44,aspersion,sistema,34564.97,5572.2,,2021-05-16T07:45:00+00:00
9fa0b212-ceff-405e-8dc3-874cafdf0d78,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2021,698ee723-72b5-480b-832a-ea1cceef57ff,2021-06-03,142.39,14.24,2.51,aspersion,manual,4856.44,5572.2,,2021-06-03T17:50:00+00:00
3eb49faa-999e-4a80-aa44-2539de684ba7,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2021,938d12b5-6b7c-43fe-b92f-9bb4e6b3b093,2021-06-10,257.02,25.7,6.14,aspersion,sistema,8025.43,5572.2,,2021-06-10T18:10:00+00:00
b6a462d5-159d-40ed-b59a-9689cb20b12f,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2021,,2021-06-10,131.5,13.15,2.07,aspersion,voz,4628.95,5572.2,,2021-06-10T12:10:00+00:00
41afcd9e-e62d-44d5-820c-7f38e92c76d5,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2021,,2021-06-26,680.71,68.07,10.3,aspersion,voz,20755.12,5572.2,,2021-06-26T10:20:00+00:00
ef69fef0-5dad-4196-9d5c-19d7676b2f1d,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2021,0f434ebc-de10-4f85-af47-d8c2d034491a,2021-06-29,245.45,24.54,4.16,aspersion,sistema,6912.73,5572.2,,2021-06-29T19:31:00+00:00
c09ba9b5-69f7-434e-9be1-1c486fcce42b,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2021,,2021-08-15,643.91,64.39,9.89,aspersion,sistema,17387.81,5572.2,,2021-08-15T13:50:00+00:00
003232bc-1801-4ab2-8bc1-e3ac90a27b4e,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2021,,2021-08-27,321.11,32.11,7.08,aspersion,sistema,9344.58,5572.2,,2021-08-27T05:02:00+00:00
fcb3fbf7-e68f-4bec-90a6-9995cd1851d7,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2021,,2021-09-12,81.16,8.12,1.18,aspersion,sistema,2492.13,5572.2,,2021-09-12T17:20:00+00:00
28148845-e684-41c6-9c52-62f02a83c319,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2022,,2021-11-02,268.4,26.84,5.2,aspersion,sistema,7748.0,6516.1,,2021-11-02T06:34:00+00:00
838996bd-ce0e-4841-bfbb-3f8bf99ad099,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2022,f438bef5-762b-4408-8858-c931bc672dc2,2021-11-08,288.36,28.84,7.2,aspersion,sistema,9114.69,6516.1,,2021-11-08T08:52:00+00:00
0980669e-281e-4b5c-9859-86338b6d09c2,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2022,976617e2-3a2c-4c17-ba95-21b4314ee12a,2021-11-13,142.41,14.24,3.68,aspersion,sistema,4111.68,6516.1,,2021-11-13T19:07:00+00:00
cda0577d-0bdb-4ff3-aea0-a8fef2fb8f51,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2022,,2021-11-17,270.35,27.04,5.25,aspersion,manual,9304.24,6516.1,,2021-11-17T19:57:00+00:00
c5945560-67f2-476f-8083-8f661b5153ee,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2022,,2021-12-14,668.01,66.8,9.59,aspersion,sistema,21204.06,6516.1,,2021-12-14T08:30:00+00:00
652cdd83-bf97-4d05-b7e5-d2a16c46485e,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2022,,2021-12-20,193.45,19.35,5.02,aspersion,sistema,7005.33,6516.1,,2021-12-20T18:27:00+00:00
bf270a42-fe89-4b38-945c-d77b3e9c403f,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2022,2427012d-114e-4c49-82da-308068684cad,2021-12-25,200.14,20.01,4.33,aspersion,manual,5556.03,6516.1,,2021-12-25T14:45:00+00:00
0bc3c6b6-39ab-4d48-acc6-91ae29c66de7,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2022,,2021-12-31,645.97,64.6,10.95,aspersion,sistema,21772.63,6516.1,,2021-12-31T06:39:00+00:00
5e5f3b28-64c4-41cd-9bce-306477b9dc74,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2022,61680ccd-878e-4c8b-a7d8-89ab47940e9b,2022-01-06,327.18,32.72,4.76,aspersion,voz,9978.74,6516.1,,2022-01-06T17:35:00+00:00
85942b39-353f-4cd3-ac56-6456e19a1749,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2022,,2022-01-10,68.83,6.88,1.21,aspersion,voz,2460.29,6516.1,,2022-01-10T10:20:00+00:00
32f8357f-cc97-44c0-873e-3c213e9b67b6,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2022,2736cd05-d667-41c2-96e4-5e60dca8f10e,2022-01-18,926.74,92.67,22.48,aspersion,voz,30623.14,6516.1,,2022-01-18T09:40:00+00:00
0bf01b65-76db-4113-af83-5fee6a57621a,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2022,ca236732-a011-4501-ab55-d2e76ab2fb35,2022-01-20,437.99,43.8,10.64,aspersion,voz,15214.45,6516.1,,2022-01-20T11:05:00+00:00
6fe6af42-34c7-4c6a-ace2-e7c91d6b8566,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2022,,2022-01-25,395.04,39.5,6.2,aspersion,sistema,14413.01,6516.1,,2022-01-25T12:26:00+00:00
5a9f1df8-5e43-4de4-88fb-31b89030a2c7,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2022,210202a9-aaaf-4bb2-80fd-1fe73dcd7c58,2022-01-29,329.67,32.97,7.95,aspersion,manual,9790.85,6516.1,,2022-01-29T14:53:00+00:00
d6cf919b-ff3a-4519-a852-233aaef143f4,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2022,248dcf94-31b6-485c-9f45-e0e12ef8d774,2022-02-04,242.95,24.29,5.4,aspersion,manual,7580.93,6516.1,,2022-02-04T08:32:00+00:00
6d545d6e-2b97-4c91-87ce-7804f19c437e,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2022,942c3d9f-03e8-4703-998d-ff6c65cb07aa,2022-02-07,432.14,43.21,10.66,aspersion,sistema,14332.74,6516.1,,2022-02-07T13:44:00+00:00
da3a7ce0-9214-42d5-8a06-40fdeaa1c187,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2022,c5661aa3-8cdc-4add-8d86-669ff1c9b7f4,2022-02-13,122.21,12.22,2.58,aspersion,sistema,3693.61,6516.1,,2022-02-13T09:37:00+00:00
5bda76d5-039b-416a-8ffa-2836c238dd64,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2022,bf966c6e-bf4c-4441-83cd-2a7049293a73,2022-02-22,121.8,12.18,2.23,aspersion,manual,3788.55,6516.1,,2022-02-22T13:26:00+00:00
786278b1-525c-413c-85ea-0f0ad3f4ca4e,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2022,,2022-02-26,85.49,8.55,1.28,aspersion,sistema,2321.49,6516.1,,2022-02-26T16:44:00+00:00
d54f441f-48e7-415b-96f4-d471c12990f4,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2022,6c1a0b3a-5300-46ef-ac4c-e011b29f2e43,2022-02-28,348.96,34.9,7.74,aspersion,manual,12448.95,6516.1,,2022-02-28T12:43:00+00:00
a3516c84-eafb-43f0-8aa6-c0c61496e48e,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2022,,2022-04-01,375.88,37.59,6.98,aspersion,voz,10753.66,4113.98,,2022-04-01T09:05:00+00:00
44c03b1d-013b-4669-a0c9-d0e3d2db05fd,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2022,ae139eb8-0de3-4adb-bea0-4bbbedef1d8c,2022-04-22,585.92,58.59,8.72,aspersion,sistema,19309.08,4113.98,,2022-04-22T14:14:00+00:00
e44767d5-8219-4331-8d81-3596b8444851,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2022,8e02212e-bc5d-41d9-ad68-485f85b7c47d,2022-04-26,128.7,12.87,2.9,aspersion,voz,3660.09,4113.98,,2022-04-26T09:14:00+00:00
435a2e7f-d5c1-4d72-b32a-8696645c11de,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2022,fc9f8bbb-502e-4120-9899-c11e4c02db05,2022-05-01,126.58,12.66,2.88,aspersion,sistema,4362.71,4113.98,,2022-05-01T16:11:00+00:00
fe1e0195-16a6-4b50-9450-f75e692c4a3b,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2022,b449fbaf-a1eb-43e8-a446-26761452a531,2022-05-25,98.58,9.86,1.64,aspersion,sistema,3480.61,4113.98,,2022-05-25T14:51:00+00:00
cebc8059-4cb8-495f-893a-2ccd43e3d839,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2022,,2022-07-13,728.09,72.81,18.08,aspersion,voz,20555.46,4113.98,,2022-07-13T11:38:00+00:00
b0d99dbe-998a-4867-a17d-d9b0394ce20a,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2022,,2022-07-15,286.63,28.66,5.91,aspersion,sistema,10030.53,4113.98,,2022-07-15T12:37:00+00:00
d6a177d8-3c2b-4064-b430-c751ab26e69c,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2022,e07ef2b0-4a37-4d61-9773-82310c89344e,2022-07-24,33.56,3.36,1.0,aspersion,sistema,1167.58,4113.98,,2022-07-24T15:43:00+00:00
da43e233-6232-4246-a869-3ef54f5abeac,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2022,b52ad407-482d-4724-8940-f08351fc2379,2022-08-01,449.86,44.99,8.07,aspersion,voz,15652.07,4113.98,,2022-08-01T11:34:00+00:00
b515ccd9-21dd-46a8-b4e2-08e635dd3391,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2022,d293e3b1-6180-4af4-bd8d-864256369c4c,2022-08-03,448.29,44.83,6.42,aspersion,manual,15827.35,4113.98,,2022-08-03T17:01:00+00:00
c211abd2-eafa-4629-ac6b-b1d10c4d6356,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2022,fd3022e5-e2e4-4101-bd0f-e399d03f8edd,2022-08-08,146.47,14.65,2.9,aspersion,voz,5295.6,4113.98,,2022-08-08T06:01:00+00:00
c4f2392f-cb18-43b7-93bd-54586dcd7525,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2022,2b49499a-55be-4fce-ad80-fafe0bc879e2,2022-08-10,37.52,3.75,1.0,aspersion,sistema,1298.25,4113.98,,2022-08-10T08:16:00+00:00
129979ac-c927-4591-8cac-3c4b26e469a0,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2022,e9a373dd-db4e-4461-99b4-75b715cdfbe1,2022-08-24,313.13,31.31,6.98,aspersion,manual,10998.14,4113.98,,2022-08-24T17:15:00+00:00
e2ce1abe-2fb6-4f18-87ce-4bd9a170f025,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2022,c5353c25-0c01-498b-8707-d01cc9c98c2d,2022-08-25,94.74,9.47,1.66,aspersion,voz,3089.41,4113.98,,2022-08-25T07:16:00+00:00
7fa9947e-e62b-46f6-a8bf-21b5bbbd27a0,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2022,60fe122d-bf2b-42f1-a2e2-4c896bcbcdb5,2022-09-05,260.02,26.0,3.83,aspersion,sistema,7136.88,4113.98,,2022-09-05T09:27:00+00:00
d23044f8-f2ed-458f-a40f-dc168cfb2ff2,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2023,,2022-10-30,311.24,31.12,7.91,aspersion,sistema,10146.68,4612.58,,2022-10-30T07:45:00+00:00
ca3b3ebe-963d-4cba-a8ae-fe634f257969,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2023,79be1ff8-a620-4088-bd3f-6ce810473ec5,2022-11-15,378.92,37.89,7.49,aspersion,sistema,10866.72,4612.58,,2022-11-15T13:42:00+00:00
6d763f42-0e3e-4e58-bd2a-763b615aac73,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2023,,2022-12-09,232.72,23.27,4.27,aspersion,manual,6320.79,4612.58,,2022-12-09T09:33:00+00:00
e5eb672f-4703-4788-898a-d5a5d02a9843,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2023,c6346cd1-3501-4170-b272-baac9fed9ca1,2022-12-12,46.65,4.66,1.0,aspersion,manual,1358.65,4612.58,,2022-12-12T12:42:00+00:00
41dc94f0-1a67-4d89-b9a5-ec85c5067bf2,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2023,,2023-01-04,418.21,41.82,7.33,aspersion,sistema,12583.9,4612.58,,2023-01-04T06:24:00+00:00
11f3eaac-60bf-471c-9e6d-4c804d0b0e88,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2023,,2023-01-14,217.64,21.76,4.09,aspersion,sistema,6933.51,4612.58,,2023-01-14T17:15:00+00:00
6f54ef69-f89f-4e3c-9f46-959ebd6a9255,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2023,,2023-01-20,360.97,36.1,7.72,aspersion,sistema,12088.41,4612.58,,2023-01-20T09:05:00+00:00
00196f9e-fe4f-4655-bd2b-926fb74e638c,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2023,,2023-01-22,940.36,94.04,16.63,aspersion,sistema,30285.13,4612.58,,2023-01-22T12:44:00+00:00
39ddf1ee-d84d-453f-90ad-cd1f7afd336d,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2023,,2023-01-24,363.66,36.37,5.68,aspersion,sistema,11160.62,4612.58,,2023-01-24T12:14:00+00:00
b332a2e6-6a91-4efd-aeed-56310f1aa365,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2023,4b5dd03d-a5da-4310-b2f8-f3f4492a46b8,2023-02-16,256.07,25.61,5.59,aspersion,sistema,7233.25,4612.58,,2023-02-16T17:28:00+00:00
4995d4c8-d55c-4ef8-a1ce-86b9c65718de,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2023,,2023-03-01,662.11,66.21,10.96,aspersion,sistema,20730.48,4612.58,,2023-03-01T06:46:00+00:00
e7cc78c8-a220-4ab7-bf6c-73347ede5134,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2023,797ecec0-18d0-4bfa-a7fc-fbe918b1a781,2023-03-01,61.74,6.17,1.42,aspersion,manual,2039.56,4612.58,,2023-03-01T13:04:00+00:00
49731b4a-b022-4416-92ab-afd66c7c70be,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2023,43c3fb36-ace3-400e-980e-331526c16f5d,2023-03-01,168.62,16.86,2.97,aspersion,sistema,5861.42,4612.58,,2023-03-01T08:40:00+00:00
10e21aaf-3185-4d98-9d27-f53e13b2eb73,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2023,,2023-03-04,193.68,19.37,4.05,aspersion,sistema,5722.3,4612.58,,2023-03-04T14:21:00+00:00
ab9ac49e-81f7-4364-98da-202fa851ad77,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2023,,2023-04-17,410.52,41.05,9.98,aspersion,voz,11617.06,7127.79,,2023-04-17T11:39:00+00:00
7b9f5739-82ed-466e-800b-b96fbb7dc298,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2023,7f37c9c5-252f-4c26-b0d5-1cdf2eee1cf6,2023-04-19,61.97,6.2,1.11,aspersion,sistema,1735.45,7127.79,,2023-04-19T13:00:00+00:00
c15b7af5-df2f-481f-8c7d-066b21b4a540,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2023,,2023-05-01,357.21,35.72,5.54,aspersion,sistema,12847.0,7127.79,,2023-05-01T16:02:00+00:00
968f51d5-2f02-4019-a3e9-4a343bdecf21,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2023,,2023-05-18,389.98,39.0,7.12,aspersion,sistema,11649.33,7127.79,,2023-05-18T15:12:00+00:00
88b0c82a-59e8-45b7-ba9b-09d541af2ea0,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2023,f438bef5-762b-4408-8858-c931bc672dc2,2023-06-08,121.36,12.14,2.9,aspersion,manual,4212.57,7127.79,,2023-06-08T12:18:00+00:00
2f4b8fc8-fe5c-4cdb-9c60-b0d3363f9b5c,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2023,4ba7b2d3-2ab8-45f6-adb6-30219aebe07f,2023-06-11,555.9,55.59,11.51,aspersion,manual,18216.32,7127.79,,2023-06-11T05:50:00+00:00
f15441a6-a5b8-4594-9b75-84c5109d212a,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2023,,2023-06-13,329.14,32.91,7.33,aspersion,sistema,11122.99,7127.79,,2023-06-13T08:57:00+00:00
3fe1be7c-870e-4cbe-9ab3-ad21842282eb,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2023,aae0c84c-a25c-4fa2-b67e-569152d83330,2023-06-20,451.76,45.18,8.87,aspersion,manual,14818.06,7127.79,,2023-06-20T10:50:00+00:00
8cfc2134-dde6-4e7c-a145-2311bf99458f,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2023,,2023-06-22,441.8,44.18,6.47,aspersion,sistema,13302.37,7127.79,,2023-06-22T12:41:00+00:00
8a8558a6-4efa-4f01-9cb7-9e573bd82620,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2023,635b0dcf-7f73-4a86-940c-31b23a33bc18,2023-06-28,531.76,53.18,9.77,aspersion,sistema,19019.44,7127.79,,2023-06-28T08:24:00+00:00
1a79e891-46e5-4dca-8f05-e199a8fd1dd5,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2023,2bcf1143-d0ab-4321-b0f5-f724d3fe1394,2023-07-03,344.07,34.41,5.58,aspersion,manual,10457.85,7127.79,,2023-07-03T17:35:00+00:00
07163f10-bea1-4ad9-bfc3-89dfc672bacd,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2023,48d67d81-ec3b-4a01-972c-d357b1110adf,2023-07-20,203.83,20.38,4.93,aspersion,sistema,7279.1,7127.79,,2023-07-20T11:59:00+00:00
3534be0b-b4d0-400f-9c26-991a86d29765,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2023,b85a6a81-587f-436f-97b9-7e5f4aced887,2023-07-23,215.4,21.54,4.06,aspersion,sistema,6445.21,7127.79,,2023-07-23T06:38:00+00:00
8fb70d3c-2128-4c66-b101-dcc833c90f69,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2023,6809d97b-0b4b-44cb-a1af-e111e9080691,2023-08-15,846.55,84.65,17.9,aspersion,sistema,23164.24,7127.79,,2023-08-15T15:30:00+00:00
d14f249b-1655-4bab-a9c1-d089364e912a,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2023,392814c4-43c7-40df-afc3-bc4ea6172a8a,2023-09-02,261.11,26.11,5.85,aspersion,sistema,8949.98,7127.79,,2023-09-02T14:02:00+00:00
a6f86033-65e7-4145-b7d4-766e0e3f3fe7,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2023,,2023-09-04,607.84,60.78,14.84,aspersion,voz,19192.2,7127.79,,2023-09-04T14:32:00+00:00
fd69a47e-215a-4731-9a12-1369c77a32b2,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2023,9cf35044-ed0d-4900-807a-f60965643f2f,2023-09-07,395.38,39.54,7.44,aspersion,sistema,14015.34,7127.79,,2023-09-07T12:26:00+00:00
2665a892-5217-4f73-9784-c0ca394deac5,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,PV-2023,a2377d98-ca77-4777-8628-38ba4dc16c46,2023-09-09,602.21,60.22,15.17,aspersion,sistema,18735.58,7127.79,,2023-09-09T18:53:00+00:00
a498418c-bf02-4fa1-9a54-ee42c4ea28bd,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2024,c3815314-b0dd-4e64-9f83-f9720548bcd2,2023-10-18,576.26,57.63,11.72,aspersion,manual,19039.19,4518.69,,2023-10-18T05:16:00+00:00
4117f418-28ef-4a53-971f-32f5de1c1b2f,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2024,,2023-10-21,326.34,32.63,8.33,aspersion,voz,9233.42,4518.69,,2023-10-21T05:27:00+00:00
167e6e2d-5368-4583-bda8-2f8697f19d3e,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2024,,2023-10-29,273.7,27.37,6.58,aspersion,sistema,7459.13,4518.69,,2023-10-29T17:56:00+00:00
66cf192a-c75c-42a2-89e8-bc23dfec1c1f,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2024,,2023-11-01,325.58,32.56,7.96,aspersion,manual,11206.62,4518.69,,2023-11-01T08:11:00+00:00
ff9d6cd2-e131-4686-aae6-66eec16b9396,f5e9869b-8f02-4e9f-a7b5-75fac2f4e647,OI-2024,e63979b6-f9a1-44a1-bcb3-f51842ee5075,2023-11-01,431.57,43.16,6.27,aspersion,manual,14295.81,4518.69,,2023-11-01T13:49:00+00:00
